,date,type,value
2719,2020-07-15,NO2,-56.903060938916596
2720,2020-07-16,NO2,-62.68491974929761
2721,2020-07-17,NO2,-66.54597191148751
2722,2020-07-18,NO2,-78.20610033723435
2723,2020-07-19,NO2,-73.30410102147219
2724,2020-07-20,NO2,-72.36389325146513
2725,2020-07-21,NO2,-64.24950001638543
2726,2020-07-22,NO2,-58.404916864330524
2727,2020-07-23,NO2,-57.64634657018287
2728,2020-07-24,NO2,-64.8489216210254
2729,2020-07-25,NO2,-62.054475463517186
2730,2020-07-26,NO2,-76.49820095424546
2731,2020-07-27,NO2,-65.65988063762967
2732,2020-07-28,NO2,-53.922868613018096
2733,2020-07-29,NO2,-55.28792424427662
2734,2020-07-30,NO2,-56.86639349945851
2735,2020-07-31,NO2,-47.02100568336276
2736,2020-08-01,NO2,-58.74151488702712
2737,2020-08-02,NO2,-77.5036373688384
2738,2020-08-03,NO2,-61.65274245170508
2739,2020-08-04,NO2,-68.37120478451976
2740,2020-08-05,NO2,-61.61441060090973
2741,2020-08-06,NO2,-61.229420456940915
2742,2020-08-07,NO2,-59.971818693561914
2743,2020-08-08,NO2,-66.98914236594322
2744,2020-08-09,NO2,-69.57896161713046
2745,2020-08-10,NO2,-65.75657060562855
2746,2020-08-11,NO2,-61.939183940218435
2747,2020-08-12,NO2,-66.74249880837209
2748,2020-08-13,NO2,-72.55289510895875
2749,2020-08-14,NO2,-71.22436412662906
2750,2020-08-15,NO2,-76.34414334560908
2751,2020-08-16,NO2,-77.62773531171929
2752,2020-08-17,NO2,-67.39019712291756
2753,2020-08-18,NO2,-66.72250890443824
2754,2020-08-19,NO2,-72.50927342408185
2755,2020-08-20,NO2,-67.17241231180515
2756,2020-08-21,NO2,-65.10112178361169
2757,2020-08-22,NO2,-73.26859227832
2758,2020-08-23,NO2,-78.10891674884999
2759,2020-08-24,NO2,-70.99916431414385
2760,2020-08-25,NO2,-64.81711034051644
2761,2020-08-26,NO2,-61.80964982802273
2762,2020-08-27,NO2,-63.107005416343185
2763,2020-08-28,NO2,-59.50248467392203
2764,2020-08-29,NO2,-68.98749751870216
2765,2020-08-30,NO2,-83.28553820296638
2766,2020-08-31,NO2,-65.34915476708773
2767,2020-09-01,NO2,-61.77493604963232
2768,2020-09-02,NO2,-65.06885338677415
2769,2020-09-03,NO2,-54.89096107924948
2770,2020-09-04,NO2,-50.29261103351453
2771,2020-09-05,NO2,-49.913389503074725
2772,2020-09-06,NO2,-68.21108089826141
2773,2020-09-07,NO2,-58.703718454885816
2774,2020-09-08,NO2,-51.6463384522307
2775,2020-09-09,NO2,-39.089458895710884
2776,2020-09-10,NO2,-43.29522587082655
2777,2020-09-11,NO2,-32.86797247074398
2778,2020-09-12,NO2,-41.29292110717566
2779,2020-09-13,NO2,-51.78602441094623
2780,2020-09-14,NO2,-46.97629742656061
2781,2020-09-15,NO2,-46.57786916435878
2782,2020-09-16,NO2,-32.014649882019796
2783,2020-09-17,NO2,-37.209860145819505
2784,2020-09-18,NO2,-42.952542343122786
2785,2020-09-19,NO2,-57.27324986113381
2786,2020-09-20,NO2,-64.0975031863775
2787,2020-09-21,NO2,-55.461141354990126
2788,2020-09-22,NO2,-50.9528733806547
2789,2020-09-23,NO2,-47.31732323695039
2790,2020-09-24,NO2,-51.93392219425968
2791,2020-09-25,NO2,-70.08021660541873
2792,2020-09-26,NO2,-70.33295543782694
2793,2020-09-27,NO2,-65.82304520624872
2794,2020-09-28,NO2,-45.94116337391793
2795,2020-09-29,NO2,-31.107977705286423
2796,2020-09-30,NO2,-36.120892885061394
2797,2020-10-01,NO2,-41.72291592837781
2798,2020-10-02,NO2,-50.96018549553873
2799,2020-10-03,NO2,-71.27014799445894
2800,2020-10-04,NO2,-69.14659149647989
2801,2020-10-05,NO2,-50.01224630559894
2802,2020-10-06,NO2,-48.31748530136413
2803,2020-10-07,NO2,-37.7644413517918
2804,2020-10-08,NO2,-32.1521748395152
2805,2020-10-09,NO2,-28.12055033347086
2806,2020-10-10,NO2,-44.22093736175155
2807,2020-10-11,NO2,-64.67347312922209
2808,2020-10-12,NO2,-43.06664592544891
2809,2020-10-13,NO2,-37.24385576773123
2810,2020-10-14,NO2,-36.186087427289564
2811,2020-10-15,NO2,-32.79615042463077
2812,2020-10-16,NO2,-38.01681442908953
2813,2020-10-17,NO2,-44.44072954578991
2814,2020-10-18,NO2,-48.13536546032715
2815,2020-10-19,NO2,-38.703812396351864
2816,2020-10-20,NO2,-37.256770025525
2817,2020-10-21,NO2,-36.11894885405863
2818,2020-10-22,NO2,-41.68168638102332
2819,2020-10-23,NO2,-44.90063350876552
2820,2020-10-24,NO2,-47.91035668876424
2821,2020-10-25,NO2,-58.12696145503482
2822,2020-10-26,NO2,-50.571685467688376
2823,2020-10-27,NO2,-44.46273340879267
2824,2020-10-28,NO2,-34.7428962629304
2825,2020-10-29,NO2,-24.118698709728346
2826,2020-10-30,NO2,-21.58528374152818
2827,2020-10-31,NO2,-35.093676106036526
2828,2020-11-01,NO2,-50.180177643815426
2829,2020-11-02,NO2,-39.85053387120405
2830,2020-11-03,NO2,-44.02593074286008
2831,2020-11-04,NO2,-44.71015500565576
2832,2020-11-05,NO2,-40.20947842914643
2833,2020-11-06,NO2,-36.85946115412385
2834,2020-11-07,NO2,-45.63341275997768
2835,2020-11-08,NO2,-54.32281419625471
2836,2020-11-09,NO2,-34.03210593044911
2837,2020-11-10,NO2,-23.441727614721557
2838,2020-11-11,NO2,-33.9751294855356
2839,2020-11-12,NO2,-49.06302352231895
2840,2020-11-13,NO2,-37.705890799458224
2841,2020-11-14,NO2,-44.408222749294566
2842,2020-11-15,NO2,-53.83035130524757
2843,2020-11-16,NO2,-36.49740347892703
2844,2020-11-17,NO2,-26.743186478029685
2845,2020-11-18,NO2,-21.493522406400114
2846,2020-11-19,NO2,-18.33155744789819
2847,2020-11-20,NO2,-16.328718514641483
2848,2020-11-21,NO2,-36.48316977863355
2849,2020-11-22,NO2,-42.34142059482094
2850,2020-11-23,NO2,-12.43573151844812
2851,2020-11-24,NO2,-9.740663844403436
2852,2020-11-25,NO2,3.57724575217276
2853,2020-11-26,NO2,2.1692161847646094
2854,2020-11-27,NO2,3.335389193640668
2855,2020-11-28,NO2,-13.281103169653516
2856,2020-11-29,NO2,-38.369303869349025
2857,2020-11-30,NO2,-34.50352580364584
2858,2020-12-01,NO2,-30.2141990085441
2859,2020-12-02,NO2,-41.39954929010729
2860,2020-12-03,NO2,-41.07658557606638
2861,2020-12-04,NO2,-36.52569566962892
2862,2020-12-05,NO2,-45.518568237088516
2863,2020-12-06,NO2,-51.8030717550875
2864,2020-12-07,NO2,-46.840333300517976
2865,2020-12-08,NO2,-53.48277198595943
2866,2020-12-09,NO2,-36.531401796682204
2867,2020-12-10,NO2,-29.538017504384733
2868,2020-12-11,NO2,-25.99050206412925
2869,2020-12-12,NO2,-37.57533026002952
2870,2020-12-13,NO2,-38.53106051463571
2871,2020-12-14,NO2,-14.962644383721413
2872,2020-12-15,NO2,-10.857266472023046
2873,2020-12-16,NO2,-26.029206069032675
2874,2020-12-17,NO2,-30.906993289774597
2875,2020-12-18,NO2,-19.363780350095514
2876,2020-12-19,NO2,-27.376553012970767
2877,2020-12-20,NO2,-44.40051622121667
2878,2020-12-21,NO2,-43.33113254999012
2879,2020-12-22,NO2,-26.30335542318848
2880,2020-12-23,NO2,-29.260372111110623
2881,2020-12-24,NO2,-42.76621708205722
2882,2020-12-25,NO2,-64.08450701361926
2883,2020-12-26,NO2,-53.424439704691
2884,2020-12-27,NO2,-40.97468345475334
2885,2020-12-28,NO2,-34.05035414054031
2886,2020-12-29,NO2,-14.862006124626639
2887,2020-12-30,NO2,-16.543685873441657
2888,2020-12-31,NO2,-22.52664660501657
2889,2020-02-15,PM10,-15.173067910348403
2890,2020-02-16,PM10,18.055952461581843
2891,2020-02-17,PM10,34.42239917568782
2892,2020-02-18,PM10,8.595928123111127
2893,2020-02-19,PM10,-38.95783498463455
2894,2020-02-20,PM10,-50.02755124811045
2895,2020-02-21,PM10,-19.13565345525545
2896,2020-02-22,PM10,14.094526167054303
2897,2020-02-23,PM10,26.16748263127078
2898,2020-02-24,PM10,-14.533730130255174
2899,2020-02-25,PM10,19.668272533112784
2900,2020-02-26,PM10,-78.19785703616556
2901,2020-02-27,PM10,-77.90167529163388
2902,2020-02-28,PM10,-68.71781321087194
2903,2020-02-29,PM10,-46.733052935229566
2904,2020-03-01,PM10,-40.100394836414594
2905,2020-03-02,PM10,-49.51234664472082
2906,2020-03-03,PM10,-78.12298354540012
2907,2020-03-04,PM10,-73.40273959072876
2908,2020-03-05,PM10,-55.31699270655952
2909,2020-03-06,PM10,-48.20820565647577
2910,2020-03-07,PM10,-63.86449740488966
2911,2020-03-08,PM10,-73.21969882463682
2912,2020-03-09,PM10,-48.05293743329653
2913,2020-03-10,PM10,-52.997190861804214
2914,2020-03-11,PM10,-44.40630644984537
2915,2020-03-12,PM10,-61.96265349082165
2916,2020-03-13,PM10,-66.40981507302031
2917,2020-03-14,PM10,-70.12717982500237
2918,2020-03-15,PM10,-70.40268565866725
2919,2020-03-16,PM10,-55.30391981106801
2920,2020-03-17,PM10,-46.97628033397526
2921,2020-03-18,PM10,-37.67769086625681
2922,2020-03-19,PM10,-39.50546557429842
2923,2020-03-20,PM10,-41.72164494918042
2924,2020-03-21,PM10,-54.609365803789856
2925,2020-03-22,PM10,-46.711601618408984
2926,2020-03-23,PM10,-74.27975364965349
2927,2020-03-24,PM10,-71.28834514480128
2928,2020-03-25,PM10,-69.84021363803305
2929,2020-03-26,PM10,-72.62328968359225
2930,2020-03-27,PM10,-74.30259443846543
2931,2020-03-28,PM10,-39.24815553363618
2932,2020-03-29,PM10,-19.53337201097754
2933,2020-03-30,PM10,-69.05503162876367
2934,2020-03-31,PM10,-87.45378007823777
2935,2020-04-01,PM10,-74.38974154703072
2936,2020-04-02,PM10,-60.03805468243678
2937,2020-04-03,PM10,-49.14817935684275
2938,2020-04-04,PM10,-54.87335572975829
2939,2020-04-05,PM10,-59.305820165129525
2940,2020-04-06,PM10,-59.705001666034015
2941,2020-04-07,PM10,-68.75230229720682
2942,2020-04-08,PM10,-67.40974931732235
2943,2020-04-09,PM10,-63.075294319766265
2944,2020-04-10,PM10,-69.32049624504688
2945,2020-04-11,PM10,-74.18607323126456
2946,2020-04-12,PM10,-79.21488436461925
2947,2020-04-13,PM10,-77.69171298032211
2948,2020-04-14,PM10,-61.839980243719936
2949,2020-04-15,PM10,-76.95716141568042
2950,2020-04-16,PM10,-61.08493477065198
2951,2020-04-17,PM10,-70.99286557694299
2952,2020-04-18,PM10,-68.45958752161819
2953,2020-04-19,PM10,-65.43218383587485
2954,2020-04-20,PM10,-78.13941039428146
2955,2020-04-21,PM10,-84.2756098008062
2956,2020-04-22,PM10,-76.7194706564824
2957,2020-04-23,PM10,-68.20110431200294
2958,2020-04-24,PM10,-69.01081512406658
2959,2020-04-25,PM10,-73.75351874557424
2960,2020-04-26,PM10,-76.54616181797317
2961,2020-04-27,PM10,-76.94485921381558
2962,2020-04-28,PM10,-89.37799573876302
2963,2020-04-29,PM10,-86.3040286679369
2964,2020-04-30,PM10,-78.05773363576643
2965,2020-05-01,PM10,-82.81287709819347
2966,2020-05-02,PM10,-85.235715276365
2967,2020-05-03,PM10,-89.28069833789007
2968,2020-05-04,PM10,-79.44575907073325
2969,2020-05-05,PM10,-74.08820836365425
2970,2020-05-06,PM10,-71.64493647562784
2971,2020-05-07,PM10,-74.46595107099382
2972,2020-05-08,PM10,-64.22168581969812
2973,2020-05-09,PM10,-76.09783037815504
2974,2020-05-10,PM10,-81.66583619660692
2975,2020-05-11,PM10,-90.76844200803346
2976,2020-05-12,PM10,-84.31218824716527
2977,2020-05-13,PM10,-82.52821639011172
2978,2020-05-14,PM10,-80.94058347162716
2979,2020-05-15,PM10,-83.98106190770015
2980,2020-05-16,PM10,-82.97728989845436
2981,2020-05-17,PM10,-86.19688946125333
2982,2020-05-18,PM10,-71.74502127245542
2983,2020-05-19,PM10,-75.15770350912055
2984,2020-05-20,PM10,-75.28020721743638
2985,2020-05-21,PM10,-67.72303795522393
2986,2020-05-22,PM10,-58.76831407919449
2987,2020-05-23,PM10,-63.6027827578815
2988,2020-05-24,PM10,-84.3998027428733
2989,2020-05-25,PM10,-79.47521265776957
2990,2020-05-26,PM10,-74.54396361568085
2991,2020-05-27,PM10,-75.94104048866906
2992,2020-05-28,PM10,-70.2479540393422
2993,2020-05-29,PM10,-76.42943411230758
2994,2020-05-30,PM10,-75.66679335911087
2995,2020-05-31,PM10,-73.95855428226315
2996,2020-06-01,PM10,-67.17248197794487
2997,2020-06-02,PM10,-72.0804620189378
2998,2020-06-03,PM10,-75.1725262828004
2999,2020-06-04,PM10,-83.15359582151395
3000,2020-06-05,PM10,-84.56633748885787
3001,2020-06-06,PM10,-77.35957893601274
3002,2020-06-07,PM10,-85.15595885237305
3003,2020-06-08,PM10,-83.21602706866611
3004,2020-06-09,PM10,-91.34641210525479
3005,2020-06-10,PM10,-82.48917169347395
3006,2020-06-11,PM10,-80.21222493820717
3007,2020-06-12,PM10,-81.33908201692377
3008,2020-06-13,PM10,-82.2030856508577
3009,2020-06-14,PM10,-85.93090386753506
3010,2020-06-15,PM10,-85.222905836863
3011,2020-06-16,PM10,-82.09988507251826
3012,2020-06-17,PM10,-85.38201837836117
3013,2020-06-18,PM10,-81.78119480262919
3014,2020-06-19,PM10,-81.80466378175409
3015,2020-06-20,PM10,-79.97583329300802
3016,2020-06-21,PM10,-82.73683738133386
3017,2020-06-22,PM10,-73.64543958525016
3018,2020-06-23,PM10,-73.35850204108445
3019,2020-06-24,PM10,-65.74422291287253
3020,2020-06-25,PM10,-63.527087284689316
3021,2020-06-26,PM10,-66.99771281912554
3022,2020-06-27,PM10,-71.08829127264143
3023,2020-06-28,PM10,-72.43050887687885
3024,2020-06-29,PM10,-67.47016007150802
3025,2020-06-30,PM10,-63.67852449666638
3026,2020-07-01,PM10,-68.1631662000448
3027,2020-07-02,PM10,-77.45016044451009
3028,2020-07-03,PM10,-83.2339290586654
3029,2020-07-04,PM10,-87.30971585274682
3030,2020-07-05,PM10,-84.50601650499593
3031,2020-07-06,PM10,-82.58192600129813
3032,2020-07-07,PM10,-75.13458652030197
3033,2020-07-08,PM10,-70.11564525147502
3034,2020-07-09,PM10,-64.45375216978343
3035,2020-07-10,PM10,-61.66718055454821
3036,2020-07-11,PM10,-70.03586131998016
3037,2020-07-12,PM10,-86.3893576386618
3038,2020-07-13,PM10,-79.74057548963088
3039,2020-07-14,PM10,-75.73716875133614
3040,2020-07-15,PM10,-66.8167108006083
3041,2020-07-16,PM10,-68.9551997428525
3042,2020-07-17,PM10,-70.683425063594
3043,2020-07-18,PM10,-85.30137591481818
3044,2020-07-19,PM10,-80.86798592286523
3045,2020-07-20,PM10,-72.70806159465675
3046,2020-07-21,PM10,-67.82735933098044
3047,2020-07-22,PM10,-70.2647077010469
3048,2020-07-23,PM10,-76.43940832564408
3049,2020-07-24,PM10,-78.37951829321796
3050,2020-07-25,PM10,-81.8002286552975
3051,2020-07-26,PM10,-79.3731379052603
3052,2020-07-27,PM10,-69.4915685068934
3053,2020-07-28,PM10,-64.01228671112945
3054,2020-07-29,PM10,-60.652049587399674
3055,2020-07-30,PM10,-57.19563462920768
3056,2020-07-31,PM10,-58.23738872123612
3057,2020-08-01,PM10,-61.2895603326
3058,2020-08-02,PM10,-77.61274527115552
3059,2020-08-03,PM10,-81.20338021922116
3060,2020-08-04,PM10,-86.52222264638279
3061,2020-08-05,PM10,-85.44821579188675
3062,2020-08-06,PM10,-80.06822619792737
3063,2020-08-07,PM10,-71.38702725183845
3064,2020-08-08,PM10,-71.49053995248093
3065,2020-08-09,PM10,-69.77594152270674
3066,2020-08-10,PM10,-66.45320506502405
3067,2020-08-11,PM10,-69.98129383298854
3068,2020-08-12,PM10,-65.52223147304922
3069,2020-08-13,PM10,-73.95653774209924
3070,2020-08-14,PM10,-79.25105626510691
3071,2020-08-15,PM10,-76.12693844395857
3072,2020-08-16,PM10,-81.09454280719278
3073,2020-08-17,PM10,-78.62134034767791
3074,2020-08-18,PM10,-77.49116467460189
3075,2020-08-19,PM10,-78.4957364668069
3076,2020-08-20,PM10,-69.11475856665955
3077,2020-08-21,PM10,-67.40292349958833
3078,2020-08-22,PM10,-69.8237157444363
3079,2020-08-23,PM10,-78.13896525836833
3080,2020-08-24,PM10,-83.11920167170886
3081,2020-08-25,PM10,-73.83174081486926
3082,2020-08-26,PM10,-66.60178633827088
3083,2020-08-27,PM10,-65.23566168916705
3084,2020-08-28,PM10,-70.56612049210203
3085,2020-08-29,PM10,-78.684383845239
3086,2020-08-30,PM10,-88.65944097707488
3087,2020-08-31,PM10,-82.49615528212232
3088,2020-09-01,PM10,-80.04935070931779
3089,2020-09-02,PM10,-80.51031202716638
3090,2020-09-03,PM10,-72.7539434223446
3091,2020-09-04,PM10,-69.89961113367274
3092,2020-09-05,PM10,-67.05623998628441
3093,2020-09-06,PM10,-73.68511574903144
3094,2020-09-07,PM10,-85.35480630500706
3095,2020-09-08,PM10,-76.55279869895928
3096,2020-09-09,PM10,-62.89838313342902
3097,2020-09-10,PM10,-60.25270968199439
3098,2020-09-11,PM10,-68.08582197299913
3099,2020-09-12,PM10,-67.771391438954
3100,2020-09-13,PM10,-67.2420750039119
3101,2020-09-14,PM10,-62.14388810263941
3102,2020-09-15,PM10,-53.345709384552016
3103,2020-09-16,PM10,-49.64132821288402
3104,2020-09-17,PM10,-58.967297911566504
3105,2020-09-18,PM10,-49.829278406905914
3106,2020-09-19,PM10,-52.34036373174382
3107,2020-09-20,PM10,-53.44394906092616
3108,2020-09-21,PM10,-71.1863830649322
3109,2020-09-22,PM10,-67.22961042414111
3110,2020-09-23,PM10,-74.24229339583555
3111,2020-09-24,PM10,-69.8173728492211
3112,2020-09-25,PM10,-80.64663279146374
3113,2020-09-26,PM10,-88.40106765023364
3114,2020-09-27,PM10,-86.03684676029563
3115,2020-09-28,PM10,-75.93076763249132
3116,2020-09-29,PM10,-67.3239547061658
3117,2020-09-30,PM10,-64.59796739878067
3118,2020-10-01,PM10,-58.4561808188637
3119,2020-10-02,PM10,-69.37113358638722
3120,2020-10-03,PM10,-85.90141655017146
3121,2020-10-04,PM10,-83.16477348010193
3122,2020-10-05,PM10,-81.41319008815515
3123,2020-10-06,PM10,-72.7559989998884
3124,2020-10-07,PM10,-72.65723652608867
3125,2020-10-08,PM10,-69.86108446205326
3126,2020-10-09,PM10,-58.1688155026435
3127,2020-10-10,PM10,-55.70696943278904
3128,2020-10-11,PM10,-82.4547799355706
3129,2020-10-12,PM10,-80.37021806441581
3130,2020-10-13,PM10,-69.43468990375459
3131,2020-10-14,PM10,-68.13600872604766
3132,2020-10-15,PM10,-75.39691555326354
3133,2020-10-16,PM10,-67.76945815899381
3134,2020-10-17,PM10,-58.77376744504742
3135,2020-10-18,PM10,-58.706929070865975
3136,2020-10-19,PM10,-42.66588573656259
3137,2020-10-20,PM10,-28.02187239101947
3138,2020-10-21,PM10,-13.6218850188779
3139,2020-10-22,PM10,-7.754836696368182
3140,2020-10-23,PM10,-36.23061635216506
3141,2020-10-24,PM10,-57.640003794828274
3142,2020-10-25,PM10,-49.94718733294741
3143,2020-10-26,PM10,-62.65633313121
3144,2020-10-27,PM10,-74.67594937451614
3145,2020-10-28,PM10,-65.76252409055492
3146,2020-10-29,PM10,-39.96411519009122
3147,2020-10-30,PM10,-13.456876848312893
3148,2020-10-31,PM10,-15.850516334546247
3149,2020-11-01,PM10,-32.66419124763123
3150,2020-11-02,PM10,-26.927559823874468
3151,2020-11-03,PM10,-19.42382913383639
3152,2020-11-04,PM10,-39.38556568080268
3153,2020-11-05,PM10,-30.542181189412226
3154,2020-11-06,PM10,-9.784575800300114
3155,2020-11-07,PM10,-27.76117030340662
3156,2020-11-08,PM10,-41.73534075042702
3157,2020-11-09,PM10,-36.46130880580135
3158,2020-11-10,PM10,-16.858728492063307
3159,2020-11-11,PM10,-10.565564312850942
3160,2020-11-12,PM10,1.4647505784577288
3161,2020-11-13,PM10,1.7423169531352773
3162,2020-11-14,PM10,-17.241783955089012
3163,2020-11-15,PM10,7.690401237305123
3164,2020-11-16,PM10,11.60367705300971
3165,2020-11-17,PM10,-12.282846041652387
3166,2020-11-18,PM10,-8.601165129139565
3167,2020-11-19,PM10,1.7374885030146174
3168,2020-11-20,PM10,-28.55463000171618
3169,2020-11-21,PM10,-55.14846350813299
3170,2020-11-22,PM10,-50.356206004424656
3171,2020-11-23,PM10,-10.548256534233431
3172,2020-11-24,PM10,-5.4427375925896495
3173,2020-11-25,PM10,9.036826167980564
3174,2020-11-26,PM10,18.76910138059989
3175,2020-11-27,PM10,35.20865905693803
3176,2020-11-28,PM10,49.02420091344017
3177,2020-11-29,PM10,-14.578930822188315
3178,2020-11-30,PM10,-10.131947423856584
3179,2020-12-01,PM10,-25.97731594631734
3180,2020-12-02,PM10,-72.95556218859426
3181,2020-12-03,PM10,-60.904498266686005
3182,2020-12-04,PM10,-79.33232613235181
3183,2020-12-05,PM10,-68.32368978669324
3184,2020-12-06,PM10,-65.8185874784958
3185,2020-12-07,PM10,-72.06881869406118
3186,2020-12-08,PM10,-67.1226895645544
3187,2020-12-09,PM10,-66.69505289894623
3188,2020-12-10,PM10,-41.863149531940785
3189,2020-12-11,PM10,-33.1158835951093
3190,2020-12-12,PM10,-34.67303167344365
3191,2020-12-13,PM10,-23.214133592623266
3192,2020-12-14,PM10,-4.817251896837961
3193,2020-12-15,PM10,-3.347189355509176
3194,2020-12-16,PM10,-32.99326358411077
3195,2020-12-17,PM10,-37.13349509156456
3196,2020-12-18,PM10,-6.376390636194403
3197,2020-12-19,PM10,6.915891069379397
3198,2020-12-20,PM10,-6.1897081654058494
3199,2020-12-21,PM10,-24.568659630991213
3200,2020-12-22,PM10,-11.497818797073773
3201,2020-12-23,PM10,-19.376161600287112
3202,2020-12-24,PM10,-47.53409830448586
3203,2020-12-25,PM10,-73.32192484486981
3204,2020-12-26,PM10,-75.00105294063994
3205,2020-12-27,PM10,-50.644615948956336
3206,2020-12-28,PM10,-53.94153589726485
3207,2020-12-29,PM10,-23.973388620579197
3208,2020-12-30,PM10,-35.50601792960672
3209,2020-12-31,PM10,-36.24601130487578
3210,2020-02-15,Benzene,-29.254077345264097
3211,2020-02-16,Benzene,-33.68534598747103
3212,2020-02-17,Benzene,-30.836562771346117
3213,2020-02-18,Benzene,-22.41186683027761
3214,2020-02-19,Benzene,-52.13316308507767
3215,2020-02-20,Benzene,-53.42246762542625
3216,2020-02-21,Benzene,-24.389751068451865
3217,2020-02-22,Benzene,-37.95946084468896
3218,2020-02-23,Benzene,-28.423282534065702
3219,2020-02-24,Benzene,-41.28603306162384
3220,2020-02-25,Benzene,-29.113425176280483
3221,2020-02-26,Benzene,-60.56878617943693
3222,2020-02-27,Benzene,-58.39573507482593
3223,2020-02-28,Benzene,-50.70343644684842
3224,2020-02-29,Benzene,-42.752124741364206
3225,2020-03-01,Benzene,-53.296137748908926
3226,2020-03-02,Benzene,-40.68837785609446
3227,2020-03-03,Benzene,-55.49110092944688
3228,2020-03-04,Benzene,-44.73521590718088
3229,2020-03-05,Benzene,-55.654818446328306
3230,2020-03-06,Benzene,-41.69530660454934
3231,2020-03-07,Benzene,-38.49881890405535
3232,2020-03-08,Benzene,-55.81298829030798
3233,2020-03-09,Benzene,-47.37948533994463
3234,2020-03-10,Benzene,-45.251438204931084
3235,2020-03-11,Benzene,-45.20925420223599
3236,2020-03-12,Benzene,-61.90093157118997
3237,2020-03-13,Benzene,-62.20128895611534
3238,2020-03-14,Benzene,-65.35215725071303
3239,2020-03-15,Benzene,-62.12677379134675
3240,2020-03-16,Benzene,-53.61044601556633
3241,2020-03-17,Benzene,-52.35630587501805
3242,2020-03-18,Benzene,-52.04264861834329
3243,2020-03-19,Benzene,-54.869560081293464
3244,2020-03-20,Benzene,-56.999601476264964
3245,2020-03-21,Benzene,-60.43204228659471
3246,2020-03-22,Benzene,-64.03076248136358
3247,2020-03-23,Benzene,-71.6625161205181
3248,2020-03-24,Benzene,-70.096038315714
3249,2020-03-25,Benzene,-65.07459826464027
3250,2020-03-26,Benzene,-64.9155050882755
3251,2020-03-27,Benzene,-61.84966158131956
3252,2020-03-28,Benzene,-58.297218722073495
3253,2020-03-29,Benzene,-58.16877270431596
3254,2020-03-30,Benzene,-65.89864991667206
3255,2020-03-31,Benzene,-67.03007420216635
3256,2020-04-01,Benzene,-66.66751738058271
3257,2020-04-02,Benzene,-62.112947208713656
3258,2020-04-03,Benzene,-58.39936508124642
3259,2020-04-04,Benzene,-64.6635273516958
3260,2020-04-05,Benzene,-69.44185399524736
3261,2020-04-06,Benzene,-66.37615853101887
3262,2020-04-07,Benzene,-66.66682323820314
3263,2020-04-08,Benzene,-70.61156489592844
3264,2020-04-09,Benzene,-67.16275223459799
3265,2020-04-10,Benzene,-71.23352831568332
3266,2020-04-11,Benzene,-72.30387408186515
3267,2020-04-12,Benzene,-78.95667869885428
3268,2020-04-13,Benzene,-81.86616148880965
3269,2020-04-14,Benzene,-80.99362513504194
3270,2020-04-15,Benzene,-81.30263826947815
3271,2020-04-16,Benzene,-72.15097717823964
3272,2020-04-17,Benzene,-73.39546917871475
3273,2020-04-18,Benzene,-72.96720865890121
3274,2020-04-19,Benzene,-71.47979046142082
3275,2020-04-20,Benzene,-66.70692304446484
3276,2020-04-21,Benzene,-68.13171365999338
3277,2020-04-22,Benzene,-69.03495581797826
3278,2020-04-23,Benzene,-65.57386241056298
3279,2020-04-24,Benzene,-73.04505837842343
3280,2020-04-25,Benzene,-76.78411209001962
3281,2020-04-26,Benzene,-78.31074880582513
3282,2020-04-27,Benzene,-74.96014017186671
3283,2020-04-28,Benzene,-78.72099454984335
3284,2020-04-29,Benzene,-77.17783350553727
3285,2020-04-30,Benzene,-77.18844274472123
3286,2020-05-01,Benzene,-80.8043076600721
3287,2020-05-02,Benzene,-82.78508481523755
3288,2020-05-03,Benzene,-84.9725943752057
3289,2020-05-04,Benzene,-81.45052830767885
3290,2020-05-05,Benzene,-77.49366367465664
3291,2020-05-06,Benzene,-80.13927551170995
3292,2020-05-07,Benzene,-81.91466446508363
3293,2020-05-08,Benzene,-75.71549068656537
3294,2020-05-09,Benzene,-80.2531517000556
3295,2020-05-10,Benzene,-82.7896804485868
3296,2020-05-11,Benzene,-80.590456021387
3297,2020-05-12,Benzene,-80.35064780226928
3298,2020-05-13,Benzene,-72.65263486442615
3299,2020-05-14,Benzene,-76.08924296996334
3300,2020-05-15,Benzene,-81.64489234748598
3301,2020-05-16,Benzene,-80.22076809582207
3302,2020-05-17,Benzene,-82.49641095355088
3303,2020-05-18,Benzene,-75.38743241337693
3304,2020-05-19,Benzene,-77.47799539458158
3305,2020-05-20,Benzene,-74.71654022352679
3306,2020-05-21,Benzene,-77.07868727067918
3307,2020-05-22,Benzene,-74.06043645245144
3308,2020-05-23,Benzene,-74.99129257083901
3309,2020-05-24,Benzene,-79.84002478437044
3310,2020-05-25,Benzene,-78.79344746180266
3311,2020-05-26,Benzene,-78.35327240265569
3312,2020-05-27,Benzene,-80.70199898687603
3313,2020-05-28,Benzene,-77.48513793799218
3314,2020-05-29,Benzene,-78.78489304059359
3315,2020-05-30,Benzene,-76.48857816137523
3316,2020-05-31,Benzene,-80.41286790114613
3317,2020-06-01,Benzene,-70.772643069899
3318,2020-06-02,Benzene,-76.75372885974727
3319,2020-06-03,Benzene,-78.8751938838253
3320,2020-06-04,Benzene,-78.48283274482257
3321,2020-06-05,Benzene,-76.8397434016733
3322,2020-06-06,Benzene,-74.99651894526428
