Data;Precipitazione dalle 9 alle 9 ( mm );Precipitazione dalle 0 alle 0 ( mm );Neve Fresca ( cm );Neve al Suolo ( cm );Neve Altezza Massima ( cm );Temperatura media ( °C );Temperatura massima ( °C );Temperatura minima ( °C );Umidita' media ( % );Umidita' massima ( % );Umidita' minima ( % );Velocita' media ( m/s );Raffica ( m/s );Durata Calma ( min );Settore Prevalente;Tempo Permanenza ( min );Radiazione totale ( MJ/mq );
12/03/2017;0,0;0,0;0;0;;9,6;15,9;4,9;49;74;24;;;;;;9,0;
13/03/2017;0,0;0,0;0;0;;9,3;16,5;2,7;59;84;34;;;;;;16,4;
14/03/2017;0,0;0,0;0;0;;11,9;21,8;3,5;54;90;18;;;;;;17,3;
15/03/2017;0,0;0,0;0;0;;12,9;21,6;5,7;56;80;32;;;;;;14,7;
16/03/2017;0,0;0,0;0;0;;12,8;21,1;5,8;62;90;34;;;;;;15,4;
17/03/2017;0,0;0,0;0;0;;14,3;23,0;6,1;60;91;29;;;;;;16,4;
18/03/2017;0,0;0,0;0;0;;13,6;19,5;7,4;69;95;48;;;;;;9,2;
19/03/2017;0,0;0,0;0;0;;16,6;25,6;8,7;60;89;33;;;;;;15,8;
20/03/2017;0,0;0,0;0;0;;15,2;22,5;8,7;70;99;43;;;;;;16,2;
21/03/2017;0,0;0,0;0;0;;15,1;19,7;12,4;69;88;51;;;;;;7,7;
22/03/2017;0,0;0,0;0;0;;13,1;17,1;9,9;86;97;65;;;;;;5,1;
23/03/2017;5,6;5,6;0;0;;10,9;14,4;8,7;91;99;73;;;;;;4,5;
24/03/2017;12,8;4,6;0;0;;10,7;12,0;9,3;94;98;87;;;;;;1,2;
25/03/2017;10,4;18,6;0;0;;12,8;18,3;8,6;83;99;57;;;;;;8,5;
26/03/2017;9,2;9,2;0;0;;12,0;17,2;9,2;78;94;53;;;;;;10,4;
27/03/2017;0,6;0,4;0;0;;11,9;17,3;7,7;64;95;31;;;;;;14,4;
28/03/2017;0,0;0,2;0;0;;13,0;22,1;5,3;63;98;30;;;;;;20,7;
29/03/2017;0,0;0,0;0;0;;15,7;25,3;7,3;57;93;20;;;;;;20,5;
30/03/2017;0,0;0,0;0;0;;16,9;26,9;7,4;55;89;18;;;;;;20,8;
31/03/2017;0,0;0,0;0;0;;16,2;24,2;8,4;55;93;30;;;;;;18,4;
01/04/2017;0,0;0,0;0;0;;12,3;17,9;8,9;65;92;39;;;;;;7,6;
02/04/2017;9,4;1,8;0;0;;10,6;13,6;8,6;88;97;70;;;;;;2,0;
03/04/2017;4,2;11,8;0;0;;15,6;24,9;7,2;58;99;16;;;;;;21,8;
04/04/2017;0,0;0,0;0;0;;16,9;25,9;8,0;49;84;23;;;;;;20,5;
05/04/2017;1,2;0,0;0;0;;11,9;15,5;8,0;79;96;57;;;;;;3,7;
06/04/2017;9,2;10,4;0;0;;14,3;23,6;5,1;60;99;26;;;;;;22,4;
07/04/2017;0,0;0,0;0;0;;14,5;22,7;7,1;67;90;38;;;;;;21,1;
08/04/2017;0,0;0,0;0;0;;16,0;24,7;8,6;72;99;41;;;;;;20,8;
09/04/2017;0,0;0,0;0;0;;16,8;26,3;9,4;68;99;37;;;;;;20,7;
10/04/2017;0,0;0,0;0;0;;17,7;26,6;9,9;65;99;28;;;;;;21,7;
11/04/2017;0,0;0,0;0;0;;18,2;26,8;10,0;62;94;31;;;;;;21,1;
12/04/2017;0,0;0,0;0;0;;17,1;24,1;12,1;68;95;43;;;;;;17,6;
13/04/2017;0,0;0,0;0;0;;17,8;25,4;10,8;68;99;37;;;;;;21,7;
14/04/2017;0,0;0,0;0;0;;17,1;24,5;9,7;69;98;44;;;;;;18,4;
15/04/2017;0,0;0,0;0;0;;17,1;25,6;10,2;67;99;38;;;;;;19,9;
16/04/2017;0,0;0,0;0;0;;17,5;25,4;9,0;51;99;19;;;;;;24,5;
17/04/2017;0,0;0,0;0;0;;14,2;20,9;7,5;58;88;36;;;;;;20,6;
18/04/2017;0,0;0,0;0;0;;12,4;19,3;4,7;46;96;12;;;;;;24,3;
19/04/2017;0,0;0,0;0;0;;10,4;18,1;2,2;25;60;9;;;;;;20,8;
20/04/2017;0,0;0,0;0;0;;10,9;19,6;0,7;30;67;10;;;;;;26,5;
21/04/2017;0,0;0,0;0;0;;11,1;19,8;2,1;36;64;16;;;;;;26,1;
22/04/2017;0,0;0,0;0;0;;14,1;24,6;3,8;54;90;22;;;;;;25,5;
23/04/2017;0,0;0,0;0;0;;15,2;23,4;6,9;66;99;37;;;;;;19,8;
24/04/2017;0,0;0,0;0;0;;13,2;15,7;11,5;78;85;68;;;;;;4,1;
25/04/2017;0,0;0,0;0;0;;15,2;19,6;11,8;68;89;48;;;;;;10,0;
26/04/2017;3,0;0,0;0;0;;13,3;18,0;10,7;79;96;53;;;;;;8,4;
27/04/2017;0,0;3,0;0;0;;12,5;15,9;8,7;86;98;69;;;;;;4,6;
28/04/2017;20,4;10,2;0;0;;12,2;19,7;5,5;55;95;23;;;;;;23,8;
29/04/2017;0,0;10,2;0;0;;12,8;20,4;3,2;47;86;23;;;;;;27,4;
30/04/2017;0,0;0,0;0;0;;14,0;20,3;8,7;52;76;28;;;;;;18,0;
01/05/2017;13,8;0,0;0;0;;9,7;14,1;5,8;81;97;55;;;;;;8,4;
02/05/2017;21,0;34,8;0;0;;10,8;18,8;3,5;75;99;35;;;;;;17,0;
03/05/2017;0,4;0,4;0;0;;12,4;17,8;6,9;73;98;46;;;;;;13,3;
04/05/2017;0,2;0,2;0;0;;11,6;18,4;6,8;84;99;47;;;;;;10,7;
05/05/2017;3,4;3,2;0;0;;14,6;24,1;5,5;64;99;28;;;;;;27,7;
06/05/2017;0,0;0,2;0;0;;12,3;13,8;10,1;85;98;74;;;;;;3,4;
07/05/2017;9,0;9,0;0;0;;15,0;24,5;6,7;66;99;29;;;;;;19,0;
08/05/2017;0,2;0,0;0;0;;17,9;24,6;11,8;55;91;31;;;;;;24,3;
09/05/2017;0,0;0,2;0;0;;18,6;24,8;12,3;53;79;30;;;;;;28,1;
10/05/2017;0,0;0,0;0;0;;15,3;19,9;12,9;74;98;50;;;;;;13,3;
11/05/2017;2,4;2,2;0;0;;12,6;14,0;11,6;96;99;91;;;;;;0,8;
12/05/2017;8,6;8,8;0;0;;14,7;20,1;9,8;81;99;51;;;;;;12,9;
13/05/2017;2,6;2,6;0;0;;17,9;25,8;9,5;72;99;42;;;;;;24,0;
14/05/2017;0,0;0,0;0;0;;19,2;26,5;11,6;71;99;44;;;;;;23,2;
15/05/2017;0,0;0,0;0;0;;20,9;29,6;12,3;60;99;29;;;;;;28,1;
16/05/2017;0,0;0,0;0;0;;21,2;28,7;14,0;61;88;36;;;;;;24,4;
17/05/2017;0,0;0,0;0;0;;22,2;29,6;13,2;58;95;29;;;;;;28,0;
18/05/2017;0,0;0,0;0;0;;21,8;25,6;18,2;56;72;41;;;;;;12,9;
19/05/2017;0,0;0,0;0;0;;17,8;22,5;12,6;72;92;49;;;;;;18,2;
20/05/2017;0,6;0,6;0;0;;19,5;27,5;10,4;48;95;14;;;;;;30,4;
21/05/2017;0,0;0,0;0;0;;19,8;28,6;9,6;41;78;18;;;;;;30,3;
22/05/2017;0,0;0,0;0;0;;21,1;29,1;11,5;49;81;25;;;;;;28,3;
23/05/2017;0,0;0,0;0;0;;23,1;31,7;12,9;51;88;23;;;;;;27,7;
24/05/2017;0,0;0,0;0;0;;25,0;33,1;15,5;45;82;22;;;;;;28,1;
25/05/2017;0,0;0,0;0;0;;23,2;29,3;16,3;56;79;34;;;;;;24,9;
26/05/2017;0,0;0,0;0;0;;22,9;30,3;17,4;55;83;33;;;;;;23,2;
27/05/2017;0,0;0,0;0;0;;24,0;31,3;17,2;57;85;34;;;;;;23,8;
28/05/2017;0,0;0,0;0;0;;25,5;32,5;20,0;54;74;33;;;;;;23,8;
29/05/2017;0,0;0,0;0;0;;25,4;33,2;19,6;55;81;33;;;;;;24,7;
30/05/2017;0,0;0,0;0;0;;25,0;33,5;17,3;56;87;29;;;;;;24,9;
31/05/2017;0,0;0,0;0;0;;23,5;31,3;15,3;61;93;37;;;;;;25,1;
01/06/2017;0,0;0,0;0;0;;22,5;30,8;15,9;61;86;33;;;;;;20,7;
02/06/2017;0,0;0,0;0;0;;23,2;31,2;15,7;62;94;30;;;;;;21,5;
03/06/2017;0,0;0,0;0;0;;23,8;31,4;18,2;63;84;35;;;;;;21,7;
04/06/2017;0,0;0,0;0;0;;23,0;30,8;16,9;69;97;40;;;;;;23,4;
05/06/2017;10,8;6,6;0;0;;17,6;19,2;15,6;91;97;82;;;;;;4,7;
06/06/2017;21,8;26,0;0;0;;21,2;28,4;13,8;58;99;17;;;;;;22,9;
07/06/2017;0,0;0,0;0;0;;20,8;28,8;11,1;45;83;19;;;;;;31,1;
08/06/2017;0,0;0,0;0;0;;20,1;27,1;13,4;60;88;35;;;;;;28,4;
09/06/2017;0,0;0,0;0;0;;21,0;27,2;14,0;66;94;41;;;;;;15,7;
10/06/2017;0,0;0,0;0;0;;24,3;32,7;15,4;56;95;24;;;;;;28,9;
11/06/2017;0,0;0,0;0;0;;24,8;32,2;17,2;62;87;40;;;;;;26,3;
12/06/2017;0,0;0,0;0;0;;26,9;33,2;20,4;60;82;38;;;;;;25,3;
13/06/2017;0,0;0,0;0;0;;27,3;34,2;19,8;61;94;39;;;;;;23,3;
14/06/2017;0,0;0,0;0;0;;25,9;32,9;20,0;67;93;44;;;;;;18,1;
15/06/2017;1,0;1,0;0;0;;25,8;32,2;18,9;71;97;46;;;;;;22,9;
16/06/2017;0,0;0,0;0;0;;28,0;35,2;20,3;61;96;28;;;;;;29,1;
17/06/2017;0,0;0,0;0;0;;27,5;36,1;20,0;47;82;21;;;;;;27,0;
18/06/2017;0,0;0,0;0;0;;25,3;31,6;19,5;50;71;33;;;;;;28,3;
19/06/2017;0,0;0,0;0;0;;25,7;33,9;17,3;51;86;24;;;;;;29,6;
20/06/2017;0,0;0,0;0;0;;27,2;35,1;18,1;49;79;27;;;;;;28,3;
21/06/2017;0,0;0,0;0;0;;28,9;35,1;20,9;48;72;30;;;;;;25,6;
22/06/2017;0,0;0,0;0;0;;28,4;36,4;22,0;59;87;35;;;;;;22,4;
23/06/2017;0,0;0,0;0;0;;29,8;38,1;22,0;56;86;31;;;;;;26,9;
24/06/2017;0,0;0,0;0;0;;29,7;37,5;22,4;57;83;32;;;;;;25,5;
25/06/2017;7,0;0,0;0;0;;27,5;35,1;19,7;64;95;35;;;;;;26,5;
26/06/2017;0,0;7,0;0;0;;23,5;31,6;18,4;81;97;50;;;;;;12,7;
27/06/2017;11,8;11,8;0;0;;23,4;29,8;18,6;75;98;48;;;;;;15,6;
28/06/2017;55,6;41,6;0;0;;19,6;25,4;15,9;89;99;68;;;;;;9,0;
29/06/2017;7,2;21,2;0;0;;21,4;29,1;15,7;72;99;39;;;;;;26,9;
30/06/2017;0,0;0,0;0;0;;19,9;26,3;14,1;64;98;28;;;;;;20,7;
01/07/2017;0,0;0,0;0;0;;20,7;27,5;12,9;63;96;36;;;;;;24,5;
02/07/2017;0,0;0,0;0;0;;23,2;30,6;15,5;55;88;28;;;;;;28,8;
03/07/2017;0,0;0,0;0;0;;24,9;32,6;15,7;53;85;26;;;;;;30,5;
04/07/2017;0,0;0,0;0;0;;24,5;31,4;18,6;62;84;40;;;;;;24,7;
05/07/2017;0,0;0,0;0;0;;26,5;33,1;19,5;61;87;36;;;;;;23,9;
06/07/2017;0,0;0,0;0;0;;27,8;35,1;20,1;59;89;28;;;;;;27,6;
07/07/2017;0,0;0,0;0;0;;28,8;36,1;21,6;58;87;32;;;;;;27,4;
08/07/2017;0,0;0,0;0;0;;28,2;36,1;20,9;58;90;34;;;;;;21,0;
09/07/2017;0,4;0,2;0;0;;25,3;30,1;21,9;65;83;47;;;;;;11,3;
10/07/2017;0,0;0,2;0;0;;23,9;32,3;18,7;73;99;36;;;;;;21,5;
11/07/2017;25,8;25,8;0;0;;23,1;29,8;17,9;75;99;36;;;;;;19,7;
12/07/2017;2,0;2,0;0;0;;25,2;33,1;18,2;72;98;43;;;;;;20,2;
13/07/2017;0,0;0,0;0;0;;27,0;34,8;18,3;56;98;23;;;;;;29,8;
14/07/2017;0,0;0,0;0;0;;25,9;31,9;20,2;65;88;46;;;;;;27,4;
15/07/2017;0,0;0,0;0;0;;25,0;31,5;18,6;56;94;27;;;;;;26,7;
16/07/2017;0,0;0,0;0;0;;24,7;31,3;17,7;50;69;33;;;;;;29,5;
17/07/2017;0,0;0,0;0;0;;25,0;32,5;19,4;49;75;27;;;;;;22,4;
18/07/2017;0,0;0,0;0;0;;25,6;33,0;18,2;54;78;31;;;;;;22,6;
19/07/2017;0,0;0,0;0;0;;26,1;33,9;18,9;59;84;35;;;;;;19,5;
20/07/2017;0,0;0,0;0;0;;26,2;33,6;21,5;64;84;38;;;;;;19,8;
21/07/2017;0,8;0,0;0;0;;23,0;31,1;18,5;78;96;43;;;;;;14,2;
22/07/2017;15,6;16,4;0;0;;24,3;33,4;16,5;71;98;33;;;;;;26,8;
23/07/2017;2,4;2,4;0;0;;26,1;33,9;18,1;65;91;40;;;;;;24,8;
24/07/2017;0,0;0,0;0;0;;26,7;33,4;20,6;48;93;19;;;;;;27,2;
25/07/2017;0,0;0,0;0;0;;25,3;31,7;16,0;32;67;17;;;;;;30,1;
26/07/2017;0,0;0,0;0;0;;25,2;33,3;16,0;36;62;18;;;;;;27,9;
27/07/2017;0,0;0,0;0;0;;24,9;32,9;17,6;41;68;20;;;;;;23,9;
28/07/2017;0,0;0,0;0;0;;25,6;34,1;16,7;55;81;30;;;;;;26,0;
29/07/2017;0,0;0,0;0;0;;23,7;33,2;19,0;72;95;40;;;;;;14,5;
30/07/2017;4,0;4,0;0;0;;23,9;29,8;18,6;75;97;48;;;;;;15,8;
31/07/2017;0,0;0,0;0;0;;26,9;34,5;19,4;61;92;35;;;;;;22,1;
01/08/2017;0,0;0,0;0;0;;27,7;35,7;20,4;62;89;36;;;;;;18,8;
02/08/2017;0,0;0,0;0;0;;29,5;37,7;21,6;60;91;36;;;;;;25,1;
03/08/2017;0,0;0,0;0;0;;29,7;38,0;22,6;60;86;34;;;;;;22,9;
04/08/2017;0,0;0,0;0;0;;30,9;39,0;23,1;60;87;36;;;;;;24,5;
05/08/2017;0,0;0,0;0;0;;30,5;38,9;22,8;57;90;31;;;;;;25,9;
06/08/2017;0,0;0,0;0;0;;28,8;37,6;22,1;53;84;20;;;;;;18,0;
07/08/2017;0,0;0,0;0;0;;26,2;32,6;20,9;51;70;30;;;;;;25,4;
08/08/2017;6,4;0,0;0;0;;22,1;26,6;19,3;76;96;58;;;;;;7,2;
09/08/2017;3,8;10,2;0;0;;22,3;30,9;17,1;80;99;45;;;;;;19,4;
10/08/2017;30,0;29,8;0;0;;21,2;28,7;16,4;82;99;46;;;;;;11,1;
11/08/2017;10,0;9,4;0;0;;18,8;26,3;13,9;65;92;34;;;;;;17,1;
12/08/2017;0,0;0,8;0;0;;21,4;31,0;12,1;54;95;14;;;;;;27,6;
13/08/2017;0,0;0,0;0;0;;22,5;32,1;13,9;57;87;26;;;;;;20,8;
14/08/2017;0,0;0,0;0;0;;23,5;32,1;16,4;59;88;29;;;;;;22,9;
15/08/2017;0,0;0,0;0;0;;25,1;33,5;16,6;59;89;32;;;;;;23,7;
16/08/2017;0,0;0,0;0;0;;26,2;33,4;18,9;60;92;33;;;;;;20,6;
17/08/2017;0,0;0,0;0;0;;26,3;34,9;18,6;63;92;33;;;;;;23,5;
18/08/2017;0,0;0,0;0;0;;26,0;34,4;19,4;66;91;35;;;;;;19,8;
19/08/2017;1,2;1,2;0;0;;25,7;33,2;19,3;66;92;38;;;;;;20,7;
20/08/2017;0,0;0,0;0;0;;22,8;30,4;16,2;55;93;23;;;;;;24,8;
21/08/2017;0,0;0,0;0;0;;22,4;30,4;14,5;56;83;32;;;;;;25,0;
22/08/2017;0,0;0,0;0;0;;22,8;30,3;16,6;55;84;27;;;;;;22,3;
23/08/2017;0,0;0,0;0;0;;23,8;32,9;15,2;59;87;29;;;;;;22,9;
24/08/2017;0,0;0,0;0;0;;24,2;33,3;17,4;65;91;36;;;;;;16,9;
25/08/2017;0,0;0,0;0;0;;25,7;34,5;18,1;62;92;34;;;;;;20,6;
26/08/2017;0,0;0,0;0;0;;27,1;35,7;20,7;62;86;34;;;;;;18,7;
27/08/2017;0,0;0,0;0;0;;27,5;36,6;19,9;62;92;30;;;;;;20,4;
28/08/2017;0,0;0,0;0;0;;26,7;34,2;21,2;63;88;36;;;;;;14,0;
29/08/2017;0,0;0,0;0;0;;25,8;32,1;20,6;59;85;34;;;;;;16,8;
30/08/2017;0,0;0,0;0;0;;26,3;33,4;22,2;58;76;35;;;;;;15,6;
31/08/2017;0,0;0,0;0;0;;23,9;31,0;18,3;71;96;43;;;;;;12,3;
01/09/2017;3,0;3,0;0;0;;22,6;30,9;16,6;70;98;36;;;;;;21,7;
02/09/2017;7,2;4,2;0;0;;19,0;24,8;13,0;65;95;26;;;;;;13,4;
03/09/2017;0,0;3,0;0;0;;19,2;28,5;11,2;49;90;18;;;;;;22,8;
04/09/2017;0,0;0,0;0;0;;19,9;28,3;13,9;59;86;34;;;;;;20,6;
05/09/2017;0,0;0,0;0;0;;22,0;31,3;13,7;59;92;31;;;;;;21,2;
06/09/2017;0,0;0,0;0;0;;22,2;31,1;15,2;63;90;34;;;;;;17,3;
07/09/2017;0,0;0,0;0;0;;22,3;31,4;15,8;68;97;37;;;;;;18,2;
08/09/2017;1,0;1,0;0;0;;20,2;26,4;17,1;74;90;50;;;;;;11,9;
09/09/2017;0,0;0,0;0;0;;19,0;23,6;15,5;84;97;55;;;;;;5,3;
10/09/2017;9,4;9,4;0;0;;17,6;23,7;13,0;71;98;41;;;;;;13,3;
11/09/2017;0,0;0,0;0;0;;20,0;28,3;12,5;64;97;26;;;;;;20,3;
12/09/2017;0,0;0,0;0;0;;21,7;29,5;15,0;40;83;13;;;;;;21,2;
13/09/2017;0,0;0,0;0;0;;18,7;26,6;11,6;63;93;37;;;;;;19,3;
14/09/2017;0,0;0,0;0;0;;18,3;24,8;11,7;70;98;12;;;;;;10,6;
15/09/2017;0,0;0,0;0;0;;14,8;21,6;8,8;68;98;32;;;;;;7,7;
16/09/2017;0,6;0,6;0;0;;16,0;23,5;9,5;68;98;32;;;;;;16,5;
17/09/2017;0,0;0,0;0;0;;15,5;24,6;9,2;70;98;27;;;;;;16,2;
18/09/2017;0,2;0,2;0;0;;14,4;21,3;8,8;78;98;44;;;;;;9,7;
19/09/2017;4,8;4,8;0;0;;15,0;25,0;7,8;63;99;22;;;;;;18,4;
20/09/2017;0,0;0,0;0;0;;16,6;26,6;8,4;43;79;13;;;;;;19,7;
21/09/2017;0,0;0,0;0;0;;15,8;26,7;7,1;52;86;20;;;;;;19,1;
22/09/2017;0,0;0,0;0;0;;16,5;26,3;8,1;64;93;32;;;;;;15,2;
23/09/2017;0,0;0,0;0;0;;17,5;26,8;10,8;72;97;40;;;;;;15,1;
24/09/2017;0,0;0,0;0;0;;18,9;27,0;14,3;70;92;38;;;;;;13,8;
25/09/2017;0,0;0,0;0;0;;17,5;23,7;14,6;68;88;43;;;;;;7,6;
26/09/2017;0,0;0,0;0;0;;17,7;24,0;14,7;65;84;38;;;;;;9,7;
27/09/2017;0,0;0,0;0;0;;17,6;26,3;12,8;67;88;31;;;;;;9,0;
28/09/2017;0,0;0,0;0;0;;18,3;28,1;11,2;67;96;31;;;;;;15,3;
29/09/2017;0,0;0,0;0;0;;18,4;24,6;15,4;69;82;46;;;;;;7,4;
30/09/2017;0,0;0,0;0;0;;17,6;20,5;15,9;67;80;50;;;;;;4,1;
01/10/2017;0,0;0,0;0;0;;16,9;20,5;14,7;66;77;48;;;;;;5,4;
02/10/2017;0,0;0,0;0;0;;16,4;22,5;13,0;69;86;45;;;;;;7,5;
03/10/2017;0,0;0,0;0;0;;16,1;23,6;11,3;75;97;44;;;;;;9,3;
04/10/2017;0,0;0,0;0;0;;14,8;21,2;9,6;84;99;59;;;;;;5,8;
05/10/2017;0,0;0,0;0;0;;16,3;25,8;10,2;80;99;45;;;;;;12,8;
06/10/2017;0,0;0,0;0;0;;17,3;27,1;10,4;55;99;16;;;;;;15,3;
07/10/2017;0,0;0,0;0;0;;14,7;24,3;5,6;39;69;13;;;;;;16,2;
08/10/2017;0,0;0,0;0;0;;14,7;25,3;7,2;56;86;21;;;;;;15,5;
09/10/2017;0,0;0,0;0;0;;14,6;25,3;7,3;65;96;29;;;;;;14,8;
