Data;Precipitazione dalle 9 alle 9 ( mm );Precipitazione dalle 0 alle 0 ( mm );Temperatura media ( °C );Temperatura massima ( °C );Temperatura minima ( °C );Umidita' media ( % );Umidita' massima ( % );Umidita' minima ( % );Velocita' media ( m/s );Raffica ( m/s );Durata Calma ( min );Settore Prevalente;Tempo Permanenza ( min );Radiazione totale ( MJ/mq );
16/01/2019;0.0;0.0;5.7;10.9;1.7;51;62;31;0.8;3.1;90;N;270;7.7;
17/01/2019;0.0;0.0;5.5;10.5;2.5;68;93;46;0.9;4.2;140;SSW;180;6.5;
18/01/2019;0.0;0.0;4.9;10.6;0.3;69;96;26;1.4;6.0;50;SSW;300;7.7;
19/01/2019;0.0;0.0;3.5;4.8;2.5;79;92;69;1.5;6.3;0;NE;550;1.8;
20/01/2019;0.0;0.0;2.9;6.2;0.2;75;91;58;1.1;4.1;0;SSW;430;7.7;
21/01/2019;0.0;0.0;2.8;8.0;-1.0;71;89;46;0.9;3.5;20;SSW;340;7.5;
22/01/2019;0.0;0.0;1.7;6.5;-1.8;70;84;52;1.0;3.6;0;ENE;280;7.6;
23/01/2019;0.0;0.0;-0.4;0.7;-1.3;87;100;71;1.3;6.4;0;NNE;420;2.8;
24/01/2019;1.4;1.4;2.3;6.8;-0.2;79;100;45;1.2;4.3;30;SSW;310;8.7;
25/01/2019;0.0;0.0;2.6;9.2;-2.4;62;89;22;1.2;4.0;30;SSW;460;9.1;
26/01/2019;0.0;0.0;2.5;8.3;-1.3;59;79;34;1.2;3.6;0;SW;310;8.1;
27/01/2019;0.0;0.0;0.6;2.8;-1.5;83;96;66;1.2;3.8;0;ENE;280;2.1;
28/01/2019;0.0;0.0;5.4;11.5;-1.0;42;98;12;1.9;8.1;0;WNW;370;9.9;
29/01/2019;0.0;0.0;4.6;9.9;0.1;40;62;19;1.3;5.4;10;SSW;470;9.1;
30/01/2019;0.0;0.0;2.2;3.8;-0.3;75;90;59;1.3;5.4;10;ENE;350;4.5;
31/01/2019;0.0;0.0;1.2;5.3;-1.5;84;100;63;1.2;4.7;0;N;290;5.9;
01/02/2019;4.6;0.6;1.0;1.9;0.1;98;100;94;1.1;4.0;20;SW;280;1.5;
02/02/2019;3.2;7.2;1.5;3.8;-0.1;96;100;82;1.3;5.2;50;SW;350;2.4;
03/02/2019;12.6;12.6;5.7;12.9;2.5;83;100;42;1.4;7.1;90;SSW;530;6.3;
04/02/2019;0.0;0.0;5.6;11.3;1.5;61;90;35;1.1;4.3;30;SSW;340;10.4;
05/02/2019;0.0;0.0;4.7;10.6;0.5;60;81;35;1.2;4.3;50;SSW;650;10.6;
06/02/2019;0.0;0.0;4.9;11.0;-1.0;58;81;36;1.4;3.8;20;SSW;660;10.9;
07/02/2019;0.0;0.0;4.0;9.0;0.4;60;73;43;1.1;3.5;10;SW;590;4.9;
08/02/2019;0.0;0.0;5.4;10.2;0.3;58;83;36;0.9;4.2;160;;;9.9;
09/02/2019;0.0;0.0;6.2;11.1;1.6;57;79;38;0.8;3.8;160;;;9.0;
10/02/2019;0.0;0.0;5.6;7.4;2.0;74;99;57;1.3;4.7;70;NNE;280;5.4;
11/02/2019;0.0;0.0;8.6;12.9;1.2;33;100;11;2.9;11.4;30;WNW;260;12.2;
12/02/2019;0.0;0.0;7.1;13.0;1.6;36;58;17;1.3;4.8;110;SSW;440;11.0;
13/02/2019;0.0;0.0;6.7;12.5;2.0;48;66;31;1.1;4.6;20;ENE;300;11.8;
14/02/2019;0.0;0.0;7.8;14.8;1.6;53;77;28;1.4;4.9;40;SW;500;12.2;
15/02/2019;0.0;0.0;8.9;16.4;3.4;57;75;32;1.0;3.7;170;;;12.1;
16/02/2019;0.0;0.0;9.0;15.2;3.7;60;81;34;1.1;4.3;150;;;11.9;
17/02/2019;0.0;0.0;9.6;16.8;4.0;56;83;28;0.9;3.6;150;;;12.2;
18/02/2019;0.0;0.0;9.7;16.4;3.7;55;78;32;0.9;3.9;100;SW;430;12.5;
19/02/2019;0.0;0.0;8.7;15.1;3.3;65;87;40;1.0;5.7;60;SW;230;12.3;
20/02/2019;0.0;0.0;8.9;15.1;3.6;64;87;44;0.8;3.4;30;N;240;12.1;
21/02/2019;0.0;0.0;9.4;16.1;3.9;65;84;43;0.9;3.8;50;NE;280;12.4;
22/02/2019;0.0;0.0;12.4;20.9;5.5;50;82;20;1.5;5.1;20;SSW;500;13.6;
23/02/2019;0.0;0.0;7.8;10.4;5.6;57;85;47;2.0;9.3;0;NE;670;8.3;
24/02/2019;0.0;0.0;6.8;12.0;1.8;51;71;30;1.5;5.4;10;SSW;320;14.0;
25/02/2019;0.0;0.0;8.9;16.8;2.4;50;74;22;1.2;5.0;50;SW;230;13.8;
26/02/2019;0.0;0.0;11.7;20.9;5.4;49;73;24;0.8;3.4;90;SW;340;12.8;
27/02/2019;0.0;0.0;13.5;22.6;6.0;45;73;20;1.1;4.9;80;SSW;200;14.4;
28/02/2019;0.0;0.0;13.3;19.9;7.6;49;70;29;1.9;7.4;110;SSW;600;14.0;
01/03/2019;0.0;0.0;12.9;20.0;6.5;45;84;14;2.3;12.3;20;NW;300;15.6;
02/03/2019;0.0;0.0;12.4;18.1;6.9;35;52;19;1.0;5.2;90;ENE;160;11.4;
03/03/2019;0.0;0.0;11.9;18.9;5.3;42;63;24;1.2;4.5;60;NE;300;14.0;
04/03/2019;0.0;0.0;10.7;15.6;4.9;51;75;24;1.4;12.6;10;NE;230;12.0;
05/03/2019;0.0;0.0;11.7;18.7;5.3;42;72;18;1.2;5.8;40;NE;250;16.1;
06/03/2019;0.0;0.0;9.2;12.9;5.5;63;99;41;1.7;6.0;0;NNE;560;9.6;
07/03/2019;10.0;0.4;9.9;14.9;7.4;84;100;59;1.5;4.9;10;N;390;10.4;
08/03/2019;0.0;9.6;11.3;18.7;5.4;71;99;42;1.0;4.3;30;NE;360;15.6;
09/03/2019;0.0;0.0;12.1;18.2;6.1;64;87;39;1.3;5.1;20;SSW;270;16.0;
10/03/2019;0.0;0.0;13.8;20.5;7.2;62;89;18;1.6;10.3;10;NE;250;15.6;
11/03/2019;0.0;0.0;12.4;16.6;5.9;21;38;10;3.8;15.1;0;W;480;16.7;
12/03/2019;0.0;0.0;8.7;14.5;3.1;27;47;11;1.3;5.9;10;SSW;210;18.0;
13/03/2019;0.0;0.0;9.8;15.8;3.3;30;57;10;2.4;11.4;20;WNW;350;18.5;
14/03/2019;0.0;0.0;11.4;19.2;3.3;37;63;14;1.9;14.9;10;W;210;17.1;
15/03/2019;0.0;0.0;14.7;22.1;6.4;41;68;21;1.5;12.1;50;NE;200;17.0;
16/03/2019;0.0;0.0;16.8;24.7;11.5;43;71;21;1.2;5.3;40;SSW;330;17.2;
17/03/2019;0.0;0.0;10.3;11.9;7.9;82;94;72;1.4;4.2;10;NE;450;4.5;
18/03/2019;0.0;0.0;12.2;17.4;7.3;23;92;10;1.9;9.1;20;ENE;290;19.1;
19/03/2019;0.0;0.0;9.3;14.6;3.9;42;72;12;1.6;6.7;0;NE;290;19.8;
20/03/2019;0.0;0.0;9.3;14.7;4.3;41;60;20;1.3;5.0;0;NE;310;18.8;
21/03/2019;0.0;0.0;10.4;17.3;4.2;40;63;19;1.2;4.5;0;SSW;220;19.7;
22/03/2019;0.0;0.0;13.0;21.3;5.3;35;54;15;1.0;3.9;30;SW;200;19.9;
23/03/2019;0.0;0.0;15.0;23.5;7.5;33;53;15;0.7;3.7;90;NE;240;19.6;
24/03/2019;0.0;0.0;16.5;25.0;9.4;34;53;18;1.0;4.2;60;SW;200;19.7;
25/03/2019;0.0;0.0;16.2;23.8;10.2;31;56;13;1.6;11.3;50;SSW;160;20.0;
26/03/2019;0.0;0.0;11.1;16.9;5.8;29;73;10;1.9;7.7;10;NE;260;20.3;
27/03/2019;0.0;0.0;10.4;15.3;5.2;36;51;23;1.4;5.6;10;ENE;330;20.6;
28/03/2019;0.0;0.0;10.4;15.3;4.8;44;63;31;1.4;5.5;10;NNE;340;20.4;
29/03/2019;0.0;0.0;12.4;18.5;6.1;43;66;24;1.0;6.9;80;ENE;210;19.8;
30/03/2019;0.0;0.0;14.2;21.6;7.1;36;63;16;1.0;5.7;30;E;290;21.0;
31/03/2019;0.0;0.0;15.0;22.3;8.3;31;56;14;0.9;4.6;50;NE;340;21.2;
01/04/2019;0.0;0.0;15.3;22.0;8.7;29;47;13;1.0;5.1;30;ENE;310;18.8;
02/04/2019;0.0;0.0;14.8;20.3;10.7;41;62;28;1.6;7.8;40;NE;350;14.7;
03/04/2019;0.0;0.0;10.4;14.0;7.0;75;99;51;2.2;9.1;0;NNE;490;7.0;
04/04/2019;21.4;14.2;8.2;12.1;5.3;87;100;58;1.9;10.1;10;NNE;310;6.8;
05/04/2019;23.6;30.8;11.4;18.9;4.0;60;94;24;1.3;7.1;20;SW;210;22.9;
06/04/2019;0.0;0.0;11.4;14.8;7.7;71;92;55;1.7;6.0;10;NE;470;11.9;
07/04/2019;1.6;1.6;9.3;10.6;8.3;79;91;71;1.6;6.3;0;N;410;5.8;
08/04/2019;3.6;3.6;13.2;20.0;6.5;56;92;25;1.6;5.6;30;SSW;680;23.7;
09/04/2019;0.0;0.0;13.9;21.1;7.7;55;84;28;1.3;7.0;20;N;250;20.3;
10/04/2019;0.0;0.0;12.7;19.2;8.9;70;95;38;1.3;11.5;70;SSW;240;13.8;
11/04/2019;17.4;16.8;10.9;14.8;9.4;85;94;68;1.4;6.4;20;SSW;350;6.6;
12/04/2019;9.2;7.0;12.2;16.7;9.8;79;96;54;1.2;4.8;20;SSW;360;11.7;
13/04/2019;5.6;6.0;11.2;14.4;8.5;79;98;62;1.7;6.2;10;ENE;410;10.2;
14/04/2019;0.0;2.4;10.0;14.3;7.6;68;87;43;2.1;9.7;0;NE;590;18.2;
15/04/2019;0.0;0.0;13.2;18.9;8.3;54;82;30;1.2;4.3;50;SSW;350;18.5;
16/04/2019;0.0;0.0;14.0;19.4;8.8;51;74;29;1.0;4.0;10;ENE;400;14.3;
17/04/2019;0.0;0.0;15.9;22.5;9.5;50;76;26;1.0;5.2;50;ENE;240;23.3;
18/04/2019;0.0;0.0;16.1;20.9;11.0;49;72;27;1.7;6.5;0;NE;620;20.9;
19/04/2019;0.0;0.0;16.5;22.3;12.0;47;71;26;1.2;5.7;30;NE;240;22.1;
20/04/2019;0.0;0.0;16.8;22.4;10.3;43;71;20;1.2;7.7;50;ENE;450;23.7;
21/04/2019;0.0;0.0;17.6;21.7;13.6;37;53;21;1.2;5.9;50;ENE;310;13.6;
22/04/2019;0.0;0.0;15.6;19.1;10.3;49;94;28;2.1;8.7;0;NNE;380;13.5;
23/04/2019;18.4;6.6;10.8;11.7;9.6;98;100;88;2.1;6.5;0;N;860;2.5;
24/04/2019;19.0;30.4;13.1;18.8;10.8;90;100;54;1.7;7.7;0;NE;330;9.0;
25/04/2019;1.4;1.8;12.2;14.3;9.4;81;99;67;1.4;6.0;0;N;300;4.9;
26/04/2019;1.6;0.0;14.2;19.6;10.1;67;90;38;1.8;8.7;30;SW;270;17.7;
27/04/2019;0.0;1.6;16.3;23.9;7.8;44;88;17;1.8;9.8;10;SW;240;26.7;
28/04/2019;0.0;0.0;15.8;20.1;11.5;22;48;13;2.8;11.5;0;WNW;540;29.3;
29/04/2019;0.0;0.0;14.6;20.5;9.6;35;63;17;1.5;7.3;20;SSW;210;25.7;
30/04/2019;0.0;0.0;16.6;23.1;9.2;40;70;21;1.6;6.5;80;SSW;440;27.4;
01/05/2019;0.0;0.0;17.5;23.9;11.4;49;72;27;1.7;5.3;50;NNE;260;27.1;
02/05/2019;0.0;0.0;15.2;21.4;11.5;72;100;47;1.6;8.7;30;ENE;280;19.1;
03/05/2019;22.6;22.6;14.1;18.7;11.6;76;96;47;1.7;6.9;0;ENE;340;16.1;
04/05/2019;2.8;2.8;15.6;21.8;10.9;60;93;24;1.7;10.4;30;SSW;300;22.9;
05/05/2019;1.2;0.0;12.8;16.9;8.9;40;85;17;2.1;9.6;10;ENE;240;20.1;
06/05/2019;0.0;1.2;13.8;19.7;7.1;29;52;19;1.7;7.4;10;SSW;190;29.0;
07/05/2019;0.0;0.0;13.6;19.7;8.1;49;63;33;1.6;5.9;10;NE;250;21.9;
08/05/2019;0.0;0.0;11.0;13.5;9.1;84;100;52;1.8;5.4;0;NNE;480;2.7;
09/05/2019;11.8;11.6;14.2;21.3;9.0;75;96;42;1.4;4.6;0;N;290;24.3;
10/05/2019;0.0;0.2;17.2;24.1;10.8;62;90;34;1.3;6.1;30;ENE;330;24.3;
11/05/2019;0.0;0.0;17.0;22.1;12.9;63;84;20;1.4;8.1;30;ENE;250;19.5;
12/05/2019;0.0;0.0;16.9;21.1;11.5;35;78;16;2.0;12.3;20;ENE;670;23.1;
13/05/2019;0.0;0.0;18.0;24.2;13.8;37;59;19;1.5;6.8;10;ESE;220;23.1;
14/05/2019;0.0;0.0;15.8;22.0;10.7;54;79;37;2.0;8.0;0;ENE;560;19.3;
15/05/2019;0.0;0.0;14.0;18.8;10.1;43;79;18;1.9;7.3;10;E;270;29.6;
16/05/2019;0.0;0.0;15.3;20.3;9.5;52;71;36;1.4;6.0;20;ENE;300;22.3;
17/05/2019;0.4;0.0;11.6;14.5;9.7;85;97;65;1.8;6.1;0;N;830;3.3;
18/05/2019;19.8;12.6;10.8;12.0;9.3;94;98;88;1.4;5.7;20;N;450;4.6;
19/05/2019;14.2;15.8;12.9;16.8;10.9;87;98;63;1.2;4.5;0;N;380;10.1;
20/05/2019;7.4;12.8;15.2;20.7;11.9;80;98;52;1.2;5.9;110;E;320;14.9;
21/05/2019;0.2;0.8;17.4;26.0;10.9;71;93;41;1.7;6.2;40;SSW;470;27.2;
22/05/2019;11.6;11.6;19.4;25.6;13.5;62;87;39;1.6;6.5;20;SSW;450;25.1;
23/05/2019;10.0;10.0;20.4;26.4;14.4;60;91;35;1.1;4.8;50;ESE;220;25.6;
24/05/2019;0.0;0.0;18.7;24.7;14.9;69;88;45;1.2;6.7;40;ENE;260;15.8;
25/05/2019;4.8;4.8;17.6;24.4;14.4;78;98;49;1.4;8.5;40;NNE;240;14.7;
26/05/2019;23.8;20.4;17.4;21.3;14.3;76;98;53;1.1;5.6;20;N;270;13.9;
27/05/2019;0.6;4.0;16.6;18.3;14.8;81;97;71;1.0;3.4;20;N;280;6.6;
28/05/2019;3.6;3.6;17.0;22.4;13.9;77;96;55;1.6;13.7;10;SW;290;15.7;
29/05/2019;0.2;0.2;17.8;24.4;11.1;59;94;26;1.3;5.8;60;ESE;250;24.2;
30/05/2019;0.0;0.0;19.8;26.0;12.4;49;84;26;1.4;5.7;10;ENE;280;29.8;
31/05/2019;0.0;0.0;19.5;25.4;14.1;58;80;39;1.6;6.0;10;ENE;310;25.4;
01/06/2019;0.0;0.0;22.3;29.5;15.1;53;80;28;1.1;5.4;30;ENE;280;29.0;
02/06/2019;0.0;0.0;24.2;30.6;17.0;48;75;29;1.3;4.9;10;ENE;380;29.2;
03/06/2019;0.0;0.0;24.4;31.6;18.7;52;75;31;1.6;8.9;0;NE;240;26.2;
04/06/2019;0.2;0.2;24.7;30.3;18.9;50;70;36;1.2;5.6;30;E;300;23.4;
05/06/2019;0.0;0.0;22.6;28.4;18.0;63;77;41;1.7;8.2;0;NE;310;20.7;
06/06/2019;0.0;0.0;19.7;24.1;15.7;67;84;46;1.9;7.3;0;NNE;460;17.0;
07/06/2019;0.0;0.0;19.2;23.5;14.9;68;86;52;1.7;6.3;10;NE;430;14.0;
08/06/2019;0.0;0.0;23.1;29.3;16.7;53;81;31;1.3;5.5;0;ESE;240;26.7;
09/06/2019;0.0;0.0;21.4;23.8;18.2;66;75;52;1.3;6.5;30;NNE;260;13.2;
10/06/2019;0.8;0.8;20.9;24.5;18.3;71;90;50;1.8;9.8;10;N;270;13.2;
11/06/2019;9.0;9.0;19.4;23.0;15.5;69;80;48;1.4;7.2;10;ENE;240;13.6;
12/06/2019;1.0;1.0;20.8;27.4;16.6;64;85;33;1.5;6.8;0;ENE;520;22.4;
13/06/2019;0.0;0.0;21.1;27.1;14.5;54;82;35;1.4;5.5;40;ENE;460;27.8;
14/06/2019;0.0;0.0;23.4;28.7;17.3;48;73;26;1.5;6.8;20;ENE;340;24.9;
15/06/2019;0.4;0.4;23.3;29.6;18.3;63;85;39;1.4;9.8;30;ENE;200;20.6;
16/06/2019;0.2;0.2;24.6;31.7;16.3;49;87;25;1.2;5.7;10;E;260;30.0;
17/06/2019;0.0;0.0;25.1;30.4;19.0;48;68;31;1.7;8.1;30;E;380;28.9;
18/06/2019;0.0;0.0;25.4;31.3;20.2;51;70;33;1.5;6.2;0;NE;310;21.1;
19/06/2019;0.0;0.0;26.3;32.1;21.2;48;67;29;1.8;5.9;0;SSW;260;27.7;
20/06/2019;0.0;0.0;23.6;29.5;20.5;62;80;40;1.8;8.6;10;NE;340;22.1;
21/06/2019;1.4;1.4;21.0;28.1;14.5;82;100;45;1.5;18.6;20;NE;210;15.0;
22/06/2019;76.8;76.8;21.3;24.3;17.8;77;100;59;1.7;7.9;0;NE;250;19.4;
23/06/2019;0.2;0.2;24.7;31.4;17.3;55;90;32;1.2;4.7;10;SSW;270;30.0;
24/06/2019;0.0;0.0;26.8;32.4;20.3;54;75;35;1.4;6.5;0;ENE;400;26.8;
25/06/2019;0.0;0.0;28.6;34.9;22.4;56;78;37;1.3;5.6;10;ENE;390;25.8;
26/06/2019;0.0;0.0;30.7;36.7;24.8;54;72;35;1.2;4.9;50;ENE;240;26.5;
27/06/2019;0.0;0.0;32.6;39.4;25.9;51;78;23;1.3;5.5;30;SW;250;28.4;
28/06/2019;0.0;0.0;32.2;38.8;24.2;44;71;21;1.8;7.2;0;NE;430;29.1;
29/06/2019;0.0;0.0;29.0;32.6;26.0;52;72;33;2.4;7.8;0;ENE;520;27.0;
30/06/2019;0.0;0.0;29.3;34.7;24.8;51;69;30;1.7;8.0;10;ENE;260;21.9;
01/07/2019;0.0;0.0;27.6;35.6;20.5;61;100;32;1.8;15.5;10;NNW;180;22.8;
02/07/2019;37.4;37.4;27.4;33.6;21.9;45;72;25;2.1;13.2;20;SW;210;23.2;
03/07/2019;0.0;0.0;25.4;32.7;21.1;58;96;33;1.9;8.3;10;N;370;22.5;
04/07/2019;16.2;16.2;26.0;31.3;20.5;59;81;39;1.6;5.5;10;ENE;630;28.3;
05/07/2019;0.0;0.0;28.7;35.1;22.0;52;76;29;1.2;6.9;0;NNW;180;28.6;
06/07/2019;0.0;0.0;28.3;34.5;23.4;60;78;40;1.6;7.0;30;ENE;290;25.1;
07/07/2019;0.0;0.0;27.9;34.6;21.8;61;83;27;1.8;7.2;10;ENE;250;25.4;
08/07/2019;0.0;0.0;27.7;34.2;22.8;52;76;24;1.6;6.9;20;NE;360;26.9;
09/07/2019;0.0;0.0;24.8;29.8;21.3;68;88;52;2.1;8.1;0;NE;410;15.4;
10/07/2019;0.0;0.0;24.6;30.0;20.7;65;82;45;1.8;5.6;0;ENE;410;14.8;
11/07/2019;0.0;0.0;23.8;27.1;21.2;61;76;45;2.1;6.4;0;NE;550;16.9;
12/07/2019;0.0;0.0;25.8;32.3;19.3;55;80;27;1.4;5.2;0;ENE;250;27.8;
13/07/2019;0.0;0.0;26.0;31.5;19.9;53;83;29;1.9;6.8;0;ENE;420;26.4;
14/07/2019;0.0;0.0;23.5;28.9;16.9;57;100;33;2.2;7.3;0;ENE;330;24.2;
15/07/2019;100.8;39.4;16.3;21.8;13.1;90;100;58;2.1;11.4;30;NNE;350;5.0;
16/07/2019;22.2;83.6;22.8;29.8;15.2;54;87;32;1.3;5.3;10;SSW;340;29.4;
17/07/2019;0.0;0.0;24.6;30.4;18.6;54;77;32;1.5;5.7;0;ENE;310;27.1;
18/07/2019;0.0;0.0;24.4;29.4;19.8;57;74;38;1.6;5.8;0;ENE;510;23.4;
19/07/2019;0.0;0.0;25.1;30.1;20.4;62;80;42;1.4;4.9;10;NE;400;19.4;
20/07/2019;0.0;0.0;26.2;31.3;21.8;62;78;41;1.6;6.0;0;ENE;720;22.7;
21/07/2019;0.0;0.0;27.6;33.4;22.6;61;78;43;1.4;4.9;10;E;280;19.6;
22/07/2019;0.0;0.0;28.4;33.9;22.9;62;85;39;1.3;5.4;20;SSE;220;22.9;
23/07/2019;0.0;0.0;29.4;35.3;24.1;59;79;36;1.4;5.6;10;ENE;200;24.8;
24/07/2019;0.0;0.0;30.1;35.6;24.8;57;79;35;1.3;5.3;10;ENE;200;24.2;
25/07/2019;0.0;0.0;30.4;36.8;25.4;60;79;33;1.4;5.7;10;ENE;190;23.6;
26/07/2019;0.0;0.0;28.4;35.7;18.4;61;100;31;1.9;14.1;10;ENE;320;25.2;
27/07/2019;62.2;62.2;21.7;29.1;19.4;81;98;53;1.7;9.1;20;ENE;350;12.9;
28/07/2019;5.8;5.8;24.3;30.4;19.2;61;89;33;1.8;10.0;20;SSW;280;24.0;
29/07/2019;0.0;0.0;26.9;32.2;21.0;49;69;32;1.9;5.8;0;SSW;400;27.3;
30/07/2019;0.0;0.0;27.4;33.2;21.4;57;73;37;1.6;5.6;0;SW;300;27.0;
31/07/2019;0.0;0.0;25.8;30.1;22.4;68;89;50;1.6;6.3;10;ENE;390;20.3;
01/08/2019;3.2;3.2;26.1;31.5;22.6;68;89;45;1.4;5.1;10;NE;280;16.9;
02/08/2019;0.0;0.0;25.4;30.0;21.3;61;81;40;1.7;7.5;10;NE;370;22.9;
03/08/2019;0.0;0.0;25.9;31.9;20.2;53;80;33;1.4;5.8;40;E;320;25.2;
04/08/2019;0.0;0.0;25.5;29.6;21.2;58;73;44;1.7;5.8;20;ENE;430;21.8;
05/08/2019;0.0;0.0;26.5;30.9;22.4;59;75;43;1.6;5.2;0;ENE;510;19.6;
06/08/2019;0.0;0.0;26.3;31.4;22.7;65;85;46;1.5;6.5;30;ENE;380;18.0;
07/08/2019;0.4;0.0;22.3;24.2;20.6;82;89;75;2.0;5.7;0;NE;610;7.4;
08/08/2019;0.0;0.4;25.7;31.5;20.1;66;90;44;1.3;5.3;0;N;220;21.7;
09/08/2019;0.0;0.0;26.7;31.5;21.6;67;84;49;1.4;4.5;0;ENE;290;15.9;
10/08/2019;0.0;0.0;28.0;32.7;23.8;67;84;50;1.4;5.4;10;ENE;340;18.1;
11/08/2019;0.0;0.0;26.0;31.4;23.5;78;94;52;1.6;7.4;20;NE;330;18.2;
12/08/2019;22.8;22.8;23.7;28.0;20.3;84;95;65;1.6;6.9;0;NNE;290;13.1;
13/08/2019;5.8;5.8;24.0;29.3;18.0;59;95;26;1.4;4.8;10;SW;230;21.4;
14/08/2019;0.0;0.0;23.1;28.9;17.3;49;74;25;1.3;6.0;10;ENE;260;24.0;
15/08/2019;0.0;0.0;22.6;28.2;17.9;58;76;38;1.5;6.1;0;ENE;320;21.0;
16/08/2019;0.0;0.0;22.8;27.9;18.0;62;82;42;1.6;5.7;0;ENE;540;20.8;
17/08/2019;0.0;0.0;24.3;29.6;20.0;60;75;40;1.5;5.4;0;ENE;470;18.3;
18/08/2019;0.0;0.0;24.7;29.1;21.1;65;79;46;1.4;4.6;0;ENE;270;14.3;
19/08/2019;0.0;0.0;24.4;29.6;21.6;73;90;47;1.4;5.7;0;ENE;260;17.1;
20/08/2019;2.6;2.6;23.7;27.4;21.3;76;93;52;1.5;5.4;10;NE;470;12.6;
21/08/2019;0.0;0.0;25.7;31.5;20.9;61;83;39;1.2;4.5;20;E;200;19.9;
22/08/2019;0.6;0.0;22.5;26.8;19.2;76;94;56;1.8;7.7;10;SSW;420;10.0;
23/08/2019;1.8;2.4;23.0;27.2;19.3;73;89;55;1.4;5.7;30;NE;380;14.9;
24/08/2019;0.0;0.0;25.1;31.3;19.7;63;88;37;1.1;4.6;0;ENE;280;21.3;
25/08/2019;0.0;0.0;25.5;32.0;20.3;64;82;43;1.3;5.4;20;NNE;290;19.4;
26/08/2019;0.0;0.0;26.4;32.1;21.4;61;82;39;1.2;5.8;10;E;220;20.7;
27/08/2019;0.0;0.0;26.1;31.2;21.6;65;83;44;1.1;4.0;0;ENE;400;15.4;
28/08/2019;35.6;0.0;21.8;26.0;17.9;75;93;54;1.4;7.8;10;SSW;390;7.3;
29/08/2019;0.2;35.8;25.1;32.1;18.9;61;89;36;1.1;4.7;50;SW;200;21.8;
30/08/2019;0.0;0.0;26.0;32.6;20.6;60;79;40;1.1;4.8;10;E;240;19.9;
31/08/2019;0.0;0.0;25.2;29.9;21.4;64;80;49;1.2;7.6;40;NE;270;16.5;
01/09/2019;0.8;0.8;24.8;31.6;20.5;63;81;40;1.2;6.8;30;E;180;20.1;
02/09/2019;0.6;0.6;23.8;29.1;19.5;65;83;43;1.3;5.2;30;NE;300;18.1;
03/09/2019;0.0;0.0;23.5;28.6;19.9;61;80;42;1.6;6.3;0;NE;470;21.2;
04/09/2019;0.0;0.0;22.6;27.4;19.3;65;80;44;1.4;5.9;20;NE;380;13.5;
05/09/2019;0.0;0.0;19.8;27.4;14.1;75;93;45;1.7;8.9;0;NE;390;12.6;
06/09/2019;28.4;27.6;15.7;19.5;14.0;84;91;63;1.5;6.6;10;SSW;360;4.1;
07/09/2019;3.2;4.0;19.1;26.2;13.0;68;97;34;1.2;5.4;40;SW;280;18.8;
08/09/2019;7.4;1.8;16.6;22.2;12.7;69;94;44;1.9;6.4;10;SSW;290;14.7;
09/09/2019;0.0;5.6;17.8;24.4;10.6;55;90;22;1.4;4.9;0;SSW;320;21.2;
10/09/2019;0.0;0.0;16.5;18.8;14.8;71;84;65;1.7;6.4;10;NE;340;6.3;
11/09/2019;0.2;0.2;20.3;27.3;13.9;57;84;29;1.1;4.4;30;SSW;330;20.1;
12/09/2019;0.0;0.0;22.0;29.9;15.0;58;84;27;0.9;4.2;50;ENE;180;20.4;
