Data;Precipitazione dalle 9 alle 9 ( mm );Precipitazione dalle 0 alle 0 ( mm );Temperatura media ( °C );Temperatura massima ( °C );Temperatura minima ( °C );Umidita' media ( % );Umidita' massima ( % );Umidita' minima ( % );Velocita' media ( m/s );Raffica ( m/s );Durata Calma ( min );Settore Prevalente;Tempo Permanenza ( min );Radiazione totale ( MJ/mq );
16/03/2013;0.0;0.0;5.3;9.4;0.1;34;55;20;1.9;7.5;0;ENE;420;16.6;
17/03/2013;0.0;0.0;1.6;4.9;0.3;86;94;55;1.2;6.2;550;;;1.7;
18/03/2013;23.4;16.0;4.3;9.7;0.3;76;96;29;0.3;10.6;940;;;10.9;
19/03/2013;1.0;8.4;11.3;16.7;4.8;29;63;12;2.0;11.0;150;;;18.4;
20/03/2013;0.0;0.0;7.5;10.1;5.4;66;79;57;0.9;7.6;600;;;10.7;
21/03/2013;0.0;0.0;11.9;18.1;4.4;29;76;12;1.6;8.4;140;SSW;260;18.9;
22/03/2013;0.0;0.0;11.1;17.9;4.8;47;66;25;1.2;4.4;10;ENE;380;16.1;
23/03/2013;0.0;0.0;9.2;11.0;7.2;71;92;58;1.5;5.6;80;NNE;430;4.3;
24/03/2013;10.2;4.2;6.1;7.4;4.5;91;94;88;0.2;15.3;1130;;;1.8;
25/03/2013;22.2;28.2;8.0;14.0;4.4;75;92;50;0.1;4.4;1330;;;13.4;
26/03/2013;0.0;0.0;4.7;5.6;3.3;75;87;68;0.8;5.4;670;;;5.2;
27/03/2013;0.0;0.0;5.7;6.8;4.4;70;81;59;0.1;2.6;1300;;;1.8;
28/03/2013;0.0;0.0;5.9;7.5;4.6;75;85;62;0.1;2.9;1270;;;4.3;
29/03/2013;0.4;0.4;7.4;11.8;4.3;70;89;47;0.2;4.8;1150;;;12.1;
30/03/2013;0.6;0.0;6.7;10.0;4.7;82;93;65;0.8;5.7;750;;;5.8;
31/03/2013;10.4;11.0;11.6;18.5;4.2;50;91;13;1.7;7.3;80;ENE;340;18.5;
01/04/2013;0.0;0.0;7.7;9.0;6.8;70;77;64;1.9;6.9;70;NNE;370;5.4;
02/04/2013;0.0;0.0;10.6;15.4;6.0;57;81;35;1.5;6.2;0;SSW;350;17.2;
03/04/2013;0.0;0.0;11.4;17.6;5.7;63;86;36;1.6;5.8;0;NE;400;18.0;
04/04/2013;1.2;0.2;7.7;10.3;6.2;88;94;78;1.5;8.1;290;;;1.4;
05/04/2013;27.6;25.2;9.3;15.3;5.7;77;93;52;1.5;5.9;190;;;9.6;
06/04/2013;0.0;3.4;10.1;13.5;7.1;78;93;62;0.2;2.7;1180;;;6.7;
07/04/2013;0.0;0.0;10.9;14.1;7.7;72;87;55;0.3;5.6;1180;;;13.2;
08/04/2013;0.6;0.0;6.6;10.3;5.1;80;88;68;0.0;4.3;1410;;;2.4;
09/04/2013;0.0;0.6;7.9;11.8;4.9;69;86;47;0.8;5.4;500;;;8.8;
10/04/2013;0.0;0.0;11.5;18.9;4.3;61;85;31;0.8;5.2;460;;;20.0;
11/04/2013;0.0;0.0;10.9;13.9;8.4;80;95;64;0.5;4.6;920;;;6.0;
12/04/2013;2.0;2.0;14.7;21.1;9.8;66;94;33;1.0;9.7;560;;;17.7;
13/04/2013;0.0;0.0;16.4;23.2;9.2;45;70;23;0.9;7.8;200;;;21.8;
14/04/2013;0.0;0.0;17.5;24.0;10.7;49;71;32;0.9;6.3;220;;;21.5;
15/04/2013;0.0;0.0;19.1;25.6;12.4;51;70;32;1.1;7.2;110;ENE;320;21.0;
16/04/2013;0.0;0.0;19.5;24.1;15.6;56;69;40;1.2;5.5;230;;;16.5;
17/04/2013;0.0;0.0;20.9;26.3;16.0;53;72;37;0.8;5.2;250;;;19.7;
18/04/2013;0.0;0.0;21.3;27.6;14.9;53;74;34;0.6;4.9;400;;;19.5;
19/04/2013;0.0;0.0;17.5;22.9;10.1;68;88;51;0.6;6.4;890;;;12.4;
20/04/2013;55.2;5.6;10.2;12.4;7.9;89;96;78;0.0;6.0;1440;;;5.7;
21/04/2013;13.0;54.0;10.7;12.5;8.9;86;93;79;0.0;1.4;1440;;;3.5;
22/04/2013;6.0;14.6;13.5;17.0;10.9;71;89;56;0.1;5.5;1260;;;10.1;
23/04/2013;0.0;0.0;15.2;19.6;11.4;66;86;44;0.3;5.4;910;;;12.7;
24/04/2013;0.4;0.0;17.2;22.9;12.3;58;90;30;0.6;5.4;680;;;21.0;
25/04/2013;0.0;0.4;18.1;23.3;11.3;52;78;34;1.0;6.7;490;;;18.9;
26/04/2013;0.2;0.0;16.1;18.3;12.8;69;92;59;0.3;7.1;940;;;5.7;
27/04/2013;10.0;10.0;14.8;18.5;12.5;82;94;64;0.1;5.6;1340;;;7.9;
28/04/2013;7.6;7.8;13.4;17.5;11.5;86;95;62;0.0;5.5;1400;;;7.2;
29/04/2013;39.6;29.4;13.2;14.9;11.2;92;96;87;0.0;4.9;1400;;;3.2;
30/04/2013;19.4;19.6;14.7;16.6;13.3;90;96;79;0.0;4.0;1320;;;2.8;
01/05/2013;8.4;15.8;17.6;22.5;13.6;75;93;53;0.4;5.3;980;;;10.7;
02/05/2013;0.0;2.6;17.6;24.5;13.5;71;91;46;0.8;13.2;580;;;13.8;
03/05/2013;1.0;1.0;16.2;21.3;12.5;73;84;50;1.2;7.0;230;;;15.3;
04/05/2013;0.0;0.0;18.3;23.4;13.0;58;85;39;1.2;5.9;110;ENE;410;22.9;
05/05/2013;0.0;0.0;17.1;23.2;13.3;65;90;32;0.8;10.9;1000;;;16.2;
06/05/2013;8.0;4.6;17.3;21.6;13.2;69;91;46;0.3;5.9;1040;;;18.3;
07/05/2013;0.0;3.4;18.5;24.8;13.4;67;87;41;0.3;5.6;1040;;;17.6;
08/05/2013;2.6;2.6;18.8;25.4;12.8;63;91;38;0.7;4.6;630;;;19.6;
09/05/2013;0.0;0.0;19.6;24.0;16.0;66;87;49;0.5;4.6;840;;;12.5;
10/05/2013;3.2;3.0;17.0;20.3;14.9;79;89;62;0.3;5.2;1020;;;11.3;
11/05/2013;1.0;1.2;18.6;25.9;12.1;60;91;24;0.9;7.9;600;;;24.2;
12/05/2013;0.0;0.0;19.3;24.1;13.8;36;79;16;1.3;11.0;440;;;25.8;
13/05/2013;0.0;0.0;18.3;23.8;11.3;36;58;24;1.1;5.7;130;ENE;280;26.3;
14/05/2013;0.0;0.0;17.1;22.2;13.1;64;89;46;0.6;5.7;940;;;17.2;
15/05/2013;8.6;5.6;12.3;14.6;10.6;91;94;83;0.0;0.4;1440;;;2.2;
16/05/2013;70.2;40.4;11.8;14.0;10.1;90;95;81;0.0;0.7;1440;;;4.7;
17/05/2013;8.6;40.8;14.0;20.5;10.8;75;95;45;1.5;12.1;570;;;12.8;
18/05/2013;3.6;4.2;11.1;14.3;9.4;82;95;63;1.6;6.3;60;N;450;6.6;
19/05/2013;47.4;44.0;13.9;18.1;9.3;70;96;43;1.8;7.5;0;N;420;21.8;
20/05/2013;0.0;3.4;15.2;21.1;10.8;63;81;33;1.8;7.2;0;NNE;250;22.6;
21/05/2013;0.0;0.0;14.5;19.3;10.8;70;85;46;1.9;7.1;0;NE;350;19.4;
22/05/2013;3.8;3.8;15.1;18.6;10.9;65;85;48;1.3;5.8;0;ENE;260;10.3;
23/05/2013;0.0;0.0;18.0;23.9;11.1;34;74;16;2.5;14.2;10;WNW;350;27.3;
24/05/2013;0.0;0.0;14.2;19.2;10.7;46;67;15;2.6;8.0;0;ENE;280;26.3;
25/05/2013;0.0;0.0;11.3;14.5;8.4;57;76;36;2.4;8.4;0;NE;390;18.7;
26/05/2013;0.0;0.0;15.7;22.5;7.5;40;81;16;1.8;6.7;20;SSW;590;28.0;
27/05/2013;0.0;0.0;16.6;23.5;10.6;51;66;34;1.8;7.0;20;ESE;220;23.2;
28/05/2013;0.0;0.0;14.6;19.6;11.7;72;82;48;1.9;5.8;10;NNE;430;8.6;
29/05/2013;1.4;0.6;13.1;17.8;10.4;68;89;50;2.2;9.8;0;NE;260;14.5;
30/05/2013;4.4;5.2;15.6;22.1;9.3;50;88;19;1.9;7.1;0;SSW;560;23.3;
31/05/2013;0.0;0.0;18.2;25.3;10.6;40;66;18;2.4;11.8;10;SSW;650;24.1;
01/06/2013;0.0;0.0;20.5;27.8;12.8;50;77;23;1.7;10.4;10;SSW;220;25.0;
02/06/2013;0.0;0.0;22.5;29.6;15.2;42;71;20;1.4;8.2;20;SSW;190;23.8;
03/06/2013;0.0;0.0;19.6;24.0;15.2;49;67;31;1.5;6.2;0;ENE;300;18.8;
04/06/2013;0.0;0.0;20.3;25.8;14.4;51;70;32;1.3;5.6;10;E;220;19.1;
05/06/2013;0.0;0.0;20.0;25.0;15.6;60;75;43;1.3;6.5;10;ENE;250;17.6;
06/06/2013;0.8;0.8;21.0;29.6;15.3;56;82;34;1.3;5.9;60;ENE;220;20.3;
07/06/2013;0.0;0.0;21.6;27.8;17.8;64;81;37;1.4;6.7;10;ENE;260;18.6;
08/06/2013;11.2;11.2;21.4;27.3;16.4;57;78;38;1.3;6.6;50;ENE;280;17.4;
09/06/2013;0.0;0.0;16.1;19.0;13.6;81;93;63;1.8;7.8;0;N;440;5.5;
10/06/2013;42.2;28.8;18.9;24.8;13.1;66;96;41;1.2;12.1;40;S;220;21.7;
11/06/2013;0.0;13.4;22.9;29.4;15.5;53;83;30;1.1;6.2;140;SSW;220;27.1;
12/06/2013;0.0;0.0;24.3;30.0;18.5;44;66;25;1.4;6.2;30;NE;350;26.0;
13/06/2013;0.0;0.0;24.8;30.8;18.9;50;72;33;1.4;8.3;80;ENE;340;23.0;
14/06/2013;0.0;0.0;25.1;30.1;20.0;54;73;36;1.3;6.1;30;ENE;450;19.1;
15/06/2013;0.0;0.0;25.1;29.7;20.7;63;77;48;1.4;5.3;50;E;190;17.8;
16/06/2013;0.0;0.0;25.5;30.7;20.8;64;79;47;1.3;5.1;20;SW;310;15.2;
17/06/2013;0.0;0.0;27.0;32.2;22.6;62;79;44;1.2;5.1;60;ENE;470;16.8;
18/06/2013;0.0;0.0;28.6;33.7;23.1;56;77;39;1.2;5.4;10;E;240;20.7;
19/06/2013;0.0;0.0;27.5;33.3;23.7;55;74;34;1.7;6.7;30;ENE;530;20.3;
20/06/2013;0.2;0.0;22.8;24.5;19.2;69;83;59;1.7;6.0;10;NE;390;6.9;
21/06/2013;0.8;1.0;22.5;27.5;18.3;67;87;42;1.5;6.8;40;E;240;16.5;
22/06/2013;1.0;1.0;23.9;28.4;18.9;60;87;39;1.6;5.0;10;SSW;430;21.3;
23/06/2013;0.0;0.0;22.2;28.2;17.9;71;89;46;1.7;9.8;10;SSW;250;19.2;
24/06/2013;4.0;4.0;22.8;27.7;17.0;38;84;16;1.8;10.5;10;WNW;270;27.6;
25/06/2013;0.0;0.0;22.8;27.9;16.5;28;48;18;1.6;6.7;10;ENE;190;28.0;
26/06/2013;0.0;0.0;22.6;26.7;18.0;27;50;19;1.7;6.3;0;E;220;27.8;
27/06/2013;0.0;0.0;18.6;21.7;14.8;57;78;46;2.5;7.8;0;NE;460;20.3;
28/06/2013;0.0;0.0;17.8;22.4;13.3;58;87;37;1.4;4.8;20;ENE;270;17.0;
29/06/2013;0.0;0.0;20.2;26.0;13.6;52;74;31;1.4;6.5;30;E;310;24.0;
30/06/2013;0.0;0.0;23.5;29.7;15.4;44;75;25;1.5;6.4;60;SSW;260;27.6;
01/07/2013;0.0;0.0;23.3;28.8;17.8;50;65;29;1.7;5.3;0;ENE;420;19.8;
02/07/2013;0.0;0.0;23.9;29.9;18.9;53;73;33;1.7;7.5;10;ENE;360;21.4;
03/07/2013;0.0;0.0;22.2;25.7;19.1;62;72;47;1.8;7.5;0;NE;480;14.9;
04/07/2013;0.0;0.0;25.3;31.2;18.5;50;74;27;1.4;5.7;20;ENE;460;26.0;
05/07/2013;0.0;0.0;27.4;32.8;20.3;47;67;30;1.2;5.8;10;E;230;25.2;
06/07/2013;0.0;0.0;26.9;31.4;22.2;54;70;40;1.9;7.3;0;ENE;440;23.5;
07/07/2013;0.0;0.0;26.6;31.3;23.3;53;70;37;2.1;6.8;0;NE;370;21.1;
08/07/2013;0.0;0.0;26.4;30.5;22.4;55;71;40;1.6;6.2;20;N;330;21.1;
09/07/2013;10.8;10.8;25.4;31.1;21.1;54;75;35;1.4;5.5;20;NW;200;17.8;
10/07/2013;0.0;0.0;26.2;31.3;21.4;52;68;36;1.6;6.1;30;ENE;280;20.9;
11/07/2013;0.0;0.0;27.3;33.1;21.4;52;73;31;1.5;5.9;0;SSW;260;24.3;
12/07/2013;1.0;0.0;25.0;28.9;20.0;63;85;46;1.7;9.0;0;NNE;270;14.0;
13/07/2013;0.0;1.0;25.0;30.6;20.2;67;82;47;1.7;10.1;20;ENE;240;15.8;
14/07/2013;2.4;2.4;25.3;31.3;19.3;58;80;37;1.3;4.8;10;E;190;21.0;
15/07/2013;0.0;0.0;27.1;33.0;21.0;47;74;26;1.3;5.5;20;SSE;210;24.9;
16/07/2013;0.0;0.0;25.9;31.5;19.8;61;85;43;1.8;10.6;0;NE;300;19.8;
17/07/2013;13.2;5.4;24.1;28.0;20.1;68;88;49;1.7;7.3;40;ENE;270;20.2;
18/07/2013;44.8;7.8;20.6;24.5;17.3;77;95;56;1.7;6.5;10;SSW;290;8.7;
19/07/2013;0.2;45.0;24.2;29.6;19.5;60;85;33;1.4;5.2;40;SSW;430;16.9;
20/07/2013;0.0;0.0;26.7;32.7;19.6;50;78;29;1.2;5.6;20;SSW;230;25.4;
21/07/2013;0.0;0.0;27.2;32.3;21.1;52;73;37;1.2;5.8;10;ENE;360;22.6;
22/07/2013;0.0;0.0;27.5;33.2;22.0;56;78;38;1.5;5.5;10;ENE;280;23.0;
23/07/2013;0.0;0.0;28.3;34.1;23.6;52;71;32;1.7;5.6;20;N;270;23.9;
24/07/2013;0.0;0.0;27.2;33.0;21.6;58;75;40;1.7;9.7;10;SSW;230;19.8;
25/07/2013;0.0;0.0;28.2;34.0;22.5;58;80;35;1.1;4.8;10;ENE;300;20.3;
26/07/2013;0.0;0.0;28.2;32.5;23.5;62;78;48;1.4;5.3;0;N;380;17.0;
27/07/2013;0.0;0.0;29.4;34.3;24.7;60;80;38;1.4;6.6;0;ENE;320;19.5;
28/07/2013;0.0;0.0;28.2;33.1;24.6;62;80;44;2.0;7.5;0;ENE;400;19.6;
29/07/2013;34.4;0.0;23.0;28.5;17.3;69;94;28;2.1;18.5;0;NE;360;14.3;
30/07/2013;0.2;34.6;25.3;31.4;17.6;47;83;23;1.3;6.3;0;SW;290;25.4;
31/07/2013;0.0;0.0;26.4;32.4;19.8;47;68;29;1.3;5.9;10;NE;290;25.0;
01/08/2013;0.0;0.0;26.9;32.3;20.8;54;74;38;1.4;5.0;10;ENE;620;21.1;
02/08/2013;0.0;0.0;28.6;34.3;22.0;55;76;36;1.3;5.3;0;ENE;350;23.5;
03/08/2013;0.0;0.0;28.5;33.3;24.3;57;74;33;1.5;6.8;0;N;290;18.2;
04/08/2013;0.0;0.0;29.0;35.6;23.1;53;74;36;1.4;4.8;0;ENE;440;22.8;
05/08/2013;0.0;0.0;29.3;33.9;24.3;54;76;36;1.6;6.5;0;ENE;410;22.9;
06/08/2013;0.0;0.0;29.5;34.2;25.1;54;73;35;1.5;8.1;20;NNE;310;19.1;
07/08/2013;0.0;0.0;25.4;28.9;22.8;63;78;41;2.2;6.8;0;NNE;390;11.9;
08/08/2013;0.0;0.0;22.5;27.3;17.8;71;91;50;2.0;9.2;0;ENE;360;12.2;
09/08/2013;19.8;19.8;25.1;31.3;18.2;54;84;30;1.8;5.3;0;SSW;550;24.0;
10/08/2013;0.0;0.0;25.9;31.2;19.5;37;61;20;1.3;5.4;30;E;180;24.4;
11/08/2013;0.0;0.0;24.6;29.2;19.7;53;70;40;1.5;6.1;0;ENE;550;19.7;
12/08/2013;0.0;0.0;25.6;31.8;20.0;57;76;34;1.4;5.0;0;ENE;350;19.3;
13/08/2013;0.0;0.0;26.4;32.3;21.0;58;80;41;1.3;5.2;20;ENE;420;20.4;
14/08/2013;0.0;0.0;22.5;24.8;20.3;70;79;60;2.6;8.4;0;NE;920;17.1;
15/08/2013;0.2;0.0;23.5;28.2;19.1;56;85;35;1.4;5.1;0;NNE;190;17.5;
16/08/2013;0.0;0.2;23.9;29.8;18.1;56;76;37;1.3;4.5;10;NE;270;19.9;
17/08/2013;0.0;0.0;25.3;31.0;19.3;57;77;36;1.3;5.1;0;ENE;370;21.8;
18/08/2013;0.0;0.0;26.2;32.1;20.7;59;79;36;1.4;5.8;0;ENE;320;20.0;
19/08/2013;0.0;0.0;25.1;29.9;21.5;66;82;46;1.4;6.9;10;ENE;340;14.0;
20/08/2013;0.0;0.0;24.6;30.1;20.2;50;84;27;1.6;6.3;20;NNE;180;22.8;
21/08/2013;0.0;0.0;24.2;29.5;19.7;46;66;27;1.3;5.4;10;SSW;200;22.0;
22/08/2013;0.0;0.0;24.1;29.9;17.7;50;72;30;1.3;6.5;10;ENE;310;21.9;
23/08/2013;0.0;0.0;25.0;30.7;19.5;55;74;35;1.4;5.1;0;ENE;390;20.7;
24/08/2013;0.0;0.0;22.4;29.6;17.2;71;95;42;1.6;16.1;10;NNE;290;15.0;
25/08/2013;21.0;21.0;21.2;27.3;16.3;71;94;38;1.2;6.2;110;ENE;230;17.7;
26/08/2013;14.0;14.0;18.8;25.2;15.2;75;95;46;1.5;8.4;160;;;16.3;
27/08/2013;44.4;44.4;19.3;24.8;14.6;71;93;45;0.7;4.4;470;;;16.3;
28/08/2013;0.4;0.4;21.8;28.1;15.4;58;87;33;0.9;5.3;250;;;21.6;
29/08/2013;0.0;0.0;22.0;25.6;18.5;63;81;51;1.3;6.3;10;ENE;400;17.4;
30/08/2013;0.6;0.0;21.9;26.9;18.5;66;89;40;1.0;4.9;260;;;13.3;
31/08/2013;0.0;0.6;23.1;29.1;17.8;62;82;40;0.8;5.3;330;;;18.9;
01/09/2013;0.0;0.0;23.8;29.7;18.1;61;86;39;0.8;5.0;450;;;19.0;
02/09/2013;0.0;0.0;23.5;28.5;19.2;54;78;32;1.2;6.0;140;NNE;230;18.9;
03/09/2013;0.0;0.0;24.4;31.9;17.9;52;76;22;0.9;5.1;170;;;20.3;
04/09/2013;0.0;0.0;23.9;29.5;18.9;62;78;42;1.2;5.3;50;NE;490;18.3;
05/09/2013;0.0;0.0;24.8;30.6;19.7;62;82;39;1.1;4.7;30;ENE;450;17.6;
06/09/2013;0.0;0.0;24.4;29.8;19.9;65;82;44;1.5;4.9;0;NNE;360;16.1;
07/09/2013;0.0;0.0;22.9;28.1;20.1;70;81;51;1.8;9.1;0;ENE;430;14.1;
08/09/2013;0.0;0.0;22.4;26.8;19.5;72;86;49;1.7;5.1;0;NNE;390;11.3;
09/09/2013;0.0;0.0;22.4;28.6;17.2;59;90;29;1.4;7.8;140;SSW;310;18.5;
10/09/2013;0.0;0.0;20.5;25.3;16.7;67;82;48;1.4;4.6;0;NNE;330;10.6;
11/09/2013;0.0;0.0;19.4;24.2;15.4;52;85;29;1.5;5.5;0;N;290;15.4;
12/09/2013;0.0;0.0;19.2;25.5;13.8;54;84;26;1.4;5.4;30;ENE;260;19.0;
13/09/2013;0.0;0.0;20.2;26.0;14.8;45;69;26;1.2;6.2;70;E;190;19.2;
14/09/2013;0.0;0.0;19.9;25.1;13.8;55;74;35;1.3;4.7;10;ENE;430;16.3;
15/09/2013;1.8;0.0;16.4;18.7;14.8;86;95;73;1.4;8.9;170;;;1.8;
