Data;Precipitazione dalle 9 alle 9 ( mm );Precipitazione dalle 0 alle 0 ( mm );Neve Fresca ( cm );Neve al Suolo ( cm );Neve Altezza Massima ( cm );Temperatura media ( °C );Temperatura massima ( °C );Temperatura minima ( °C );Umidita' media ( % );Umidita' massima ( % );Umidita' minima ( % );Velocita' media ( m/s );Raffica ( m/s );Durata Calma ( min );Settore Prevalente;Tempo Permanenza ( min );Radiazione totale ( MJ/mq );
13/02/2018;0.0;0.0;0;0;;2.8;9.4;-2.7;38;67;16;;;;;;11.6;
14/02/2018;0.0;0.0;0;0;;2.9;10.3;-2.5;50;75;25;;;;;;11.3;
15/02/2018;0.0;0.0;0;0;;3.2;10.6;-1.6;61;79;33;;;;;;9.8;
16/02/2018;0.0;0.0;0;0;;4.3;11.2;-0.7;68;86;42;;;;;;7.1;
17/02/2018;0.4;0.0;0;0;;4.9;5.9;3.4;90;94;72;;;;;;0.7;
18/02/2018;2.2;2.6;0;0;;4.0;5.7;2.7;91;95;83;;;;;;2.6;
19/02/2018;0.4;0.4;0;0;;5.3;8.2;3.3;72;91;52;;;;;;4.6;
20/02/2018;0.0;0.0;0;0;;5.6;10.1;2.0;64;83;44;;;;;;8.7;
21/02/2018;0.0;0.0;0;0;;5.9;12.7;-0.5;55;90;22;;;;;;9.8;
22/02/2018;0.0;0.0;0;0;;3.2;4.9;1.4;80;91;62;;;;;;1.8;
23/02/2018;10.2;5.2;1;1;;2.2;3.5;0.7;90;95;84;;;;;;;
24/02/2018;26.6;19.2;4;1;;4.0;6.7;0.8;92;96;80;;;;;;1.2;
25/02/2018;3.6;15.2;0;0;;-0.1;4.7;-3.1;89;95;76;;;;;;1.0;
26/02/2018;0.4;1.2;1;1;;-1.4;2.0;-4.1;60;86;42;;;;;;9.3;
27/02/2018;2.2;2.2;0;0;;-2.6;2.2;-5.2;62;83;33;;;;;;9.2;
28/02/2018;0.0;0.0;0;0;;-2.7;0.3;-6.3;66;90;41;;;;;;6.5;
01/03/2018;0.0;0.0;4;3;;-1.2;3.2;-4.0;75;91;50;;;;;;3.2;
02/03/2018;3.2;3.2;2;1;;0.2;4.2;-2.2;79;95;64;;;;;;2.9;
03/03/2018;1.2;1.2;2;2;;1.6;6.4;-2.1;89;95;71;;;;;;4.3;
04/03/2018;4.4;4.4;4;1;;2.1;4.8;0.2;90;96;77;;;;;;3.6;
05/03/2018;0.0;0.0;0;0;;4.7;7.3;2.0;89;93;79;;;;;;2.9;
06/03/2018;1.0;0.6;0;0;;6.8;11.3;4.4;86;97;66;;;;;;6.0;
07/03/2018;0.0;0.4;0;0;;7.9;14.2;3.0;82;96;53;;;;;;9.2;
08/03/2018;0.0;0.0;0;0;;7.6;16.8;1.2;69;97;20;;;;;;16.6;
09/03/2018;0.0;0.0;0;0;;9.5;16.4;2.3;67;95;39;;;;;;12.7;
10/03/2018;0.0;0.0;0;0;;9.3;11.9;7.9;85;93;73;;;;;;4.3;
11/03/2018;8.8;0.6;0;0;;7.8;8.4;7.1;90;96;80;;;;;;1.5;
12/03/2018;13.2;21.4;0;0;;9.9;15.7;5.9;75;93;51;;;;;;11.9;
13/03/2018;0.0;0.0;0;0;;11.0;19.8;3.9;63;97;20;;;;;;17.8;
14/03/2018;0.0;0.0;0;0;;11.0;19.5;3.7;56;84;21;;;;;;18.3;
15/03/2018;0.8;0.0;0;0;;6.7;7.7;5.4;88;95;81;;;;;;1.4;
16/03/2018;19.0;19.8;0;0;;10.1;16.2;3.0;68;95;36;;;;;;18.2;
17/03/2018;9.8;0.0;0;0;;7.3;9.4;5.3;89;94;82;;;;;;2.9;
18/03/2018;1.8;11.4;0;0;;6.2;7.3;5.1;91;94;88;;;;;;2.0;
19/03/2018;14.4;14.6;0;0;;7.2;11.7;4.7;80;93;57;;;;;;9.8;
20/03/2018;0.0;0.0;0;0;;6.6;12.0;3.3;72;90;42;;;;;;7.8;
21/03/2018;3.2;3.2;0;0;;5.7;10.5;1.5;63;84;34;;;;;;10.3;
22/03/2018;0.0;0.0;0;0;;6.6;13.2;1.8;58;83;35;;;;;;18.7;
23/03/2018;0.0;0.0;0;0;;9.1;17.9;0.5;51;91;16;;;;;;20.4;
24/03/2018;0.0;0.0;0;0;;7.5;13.7;3.0;57;79;34;;;;;;11.8;
25/03/2018;0.0;0.0;0;0;;8.3;15.7;3.0;58;84;33;;;;;;13.2;
26/03/2018;0.0;0.0;0;0;;10.2;19.2;1.4;57;86;23;;;;;;19.6;
27/03/2018;0.0;0.0;0;0;;12.0;19.4;4.2;49;84;19;;;;;;17.6;
28/03/2018;0.0;0.0;0;0;;10.7;17.0;4.5;68;86;43;;;;;;12.6;
29/03/2018;0.0;0.0;0;0;;12.6;18.6;8.0;74;89;46;;;;;;11.7;
30/03/2018;0.6;0.0;0;0;;10.8;13.2;9.2;85;91;72;;;;;;4.8;
31/03/2018;3.2;3.8;0;0;;9.8;17.0;5.4;74;97;44;;;;;;11.9;
01/04/2018;0.0;0.0;0;0;;12.8;20.6;3.8;35;88;11;;;;;;23.1;
02/04/2018;0.0;0.0;0;0;;10.9;18.4;3.5;53;85;30;;;;;;16.3;
03/04/2018;1.0;0.0;0;0;;9.1;11.3;6.9;88;95;81;;;;;;3.0;
04/04/2018;15.6;14.6;0;0;;8.5;10.1;7.5;92;96;85;;;;;;2.0;
05/04/2018;2.4;4.4;0;0;;11.7;19.6;5.1;75;97;43;;;;;;22.3;
06/04/2018;0.0;0.0;0;0;;14.0;21.7;6.0;63;96;30;;;;;;20.6;
07/04/2018;0.0;0.0;0;0;;14.3;19.8;9.7;67;85;48;;;;;;8.7;
08/04/2018;0.0;0.0;0;0;;14.1;19.0;11.3;68;91;47;;;;;;7.9;
09/04/2018;9.2;3.8;0;0;;11.1;13.5;9.4;85;93;69;;;;;;3.4;
10/04/2018;2.8;8.2;0;0;;11.6;15.8;9.7;79;90;52;;;;;;8.2;
11/04/2018;1.2;0.8;0;0;;9.3;10.9;7.9;87;95;79;;;;;;2.8;
12/04/2018;39.6;39.6;0;0;;9.3;12.8;7.2;87;97;70;;;;;;5.8;
13/04/2018;12.4;12.8;0;0;;11.7;17.5;7.0;76;95;45;;;;;;11.1;
14/04/2018;0.0;0.0;0;0;;14.6;20.4;8.4;61;94;33;;;;;;17.3;
15/04/2018;0.0;0.0;0;0;;13.5;19.6;8.3;67;85;40;;;;;;5.4;
16/04/2018;0.4;0.4;0;0;;17.1;26.1;8.0;56;92;23;;;;;;22.4;
17/04/2018;0.0;0.0;0;0;;18.1;27.2;10.0;57;87;29;;;;;;19.6;
18/04/2018;0.0;0.0;0;0;;19.1;27.2;12.4;55;86;24;;;;;;23.2;
19/04/2018;0.0;0.0;0;0;;19.1;28.7;9.8;51;82;22;;;;;;24.2;
20/04/2018;0.0;0.0;0;0;;20.0;29.5;11.4;49;82;16;;;;;;24.8;
21/04/2018;0.0;0.0;0;0;;20.7;30.2;10.8;46;79;19;;;;;;25.0;
22/04/2018;0.0;0.0;0;0;;20.4;29.8;11.4;51;79;22;;;;;;24.4;
23/04/2018;0.0;0.0;0;0;;21.3;30.0;12.9;53;84;30;;;;;;23.2;
24/04/2018;0.0;0.0;0;0;;20.4;28.5;12.2;58;87;33;;;;;;22.0;
25/04/2018;0.0;0.0;0;0;;20.9;29.2;12.5;59;92;35;;;;;;24.7;
26/04/2018;0.0;0.0;0;0;;20.8;28.5;12.6;57;87;33;;;;;;25.2;
27/04/2018;0.6;0.0;0;0;;16.9;19.6;15.0;72;84;61;;;;;;5.4;
28/04/2018;0.0;0.6;0;0;;18.9;24.0;14.0;69;90;46;;;;;;11.9;
29/04/2018;1.2;1.2;0;0;;18.2;24.6;12.7;67;93;41;;;;;;15.1;
30/04/2018;0.2;0.2;0;0;;17.2;23.9;10.1;48;84;20;;;;;;26.2;
01/05/2018;0.0;0.0;0;0;;13.1;19.1;9.9;74;92;47;;;;;;10.3;
02/05/2018;14.6;11.4;0;0;;11.9;14.4;9.9;88;93;73;;;;;;4.7;
03/05/2018;4.4;7.4;0;0;;14.5;19.4;11.8;85;93;63;;;;;;4.0;
04/05/2018;9.2;7.0;0;0;;16.3;22.9;13.7;85;96;53;;;;;;6.4;
05/05/2018;9.8;11.2;0;0;;19.6;27.8;13.1;69;97;37;;;;;;20.1;
06/05/2018;1.2;1.6;0;0;;21.9;28.7;15.4;60;92;33;;;;;;25.4;
07/05/2018;2.8;0.6;0;0;;18.6;26.3;15.5;80;96;43;;;;;;16.7;
08/05/2018;14.2;16.4;0;0;;20.4;28.1;13.9;61;93;30;;;;;;20.7;
09/05/2018;7.4;6.0;0;0;;17.8;24.8;13.1;76;95;49;;;;;;18.6;
10/05/2018;10.0;11.8;0;0;;18.8;26.2;12.3;67;95;40;;;;;;22.3;
11/05/2018;0.0;0.2;0;0;;18.6;26.8;12.0;70;92;40;;;;;;19.0;
12/05/2018;2.0;2.0;0;0;;18.3;27.6;12.7;78;94;37;;;;;;17.9;
13/05/2018;17.0;17.0;0;0;;15.7;21.9;12.4;81;91;56;;;;;;6.9;
14/05/2018;3.6;3.6;0;0;;13.0;18.8;9.2;70;86;45;;;;;;12.9;
15/05/2018;0.2;0.2;0;0;;15.4;23.2;9.9;61;83;33;;;;;;24.0;
16/05/2018;0.0;0.0;0;0;;17.2;25.0;10.6;69;93;42;;;;;;22.1;
17/05/2018;4.4;4.2;0;0;;17.5;25.3;11.7;72;96;37;;;;;;20.8;
18/05/2018;0.4;0.6;0;0;;17.8;26.8;11.4;72;94;39;;;;;;18.9;
19/05/2018;2.4;1.2;0;0;;18.3;26.4;14.2;72;91;40;;;;;;17.5;
20/05/2018;2.6;3.4;0;0;;17.5;24.0;14.8;74;89;47;;;;;;11.6;
21/05/2018;3.2;3.6;0;0;;18.1;25.0;14.0;69;86;41;;;;;;16.2;
22/05/2018;4.0;2.6;0;0;;16.2;18.9;14.7;85;93;73;;;;;;4.7;
23/05/2018;8.8;10.2;0;0;;18.9;26.0;14.4;73;95;46;;;;;;17.1;
24/05/2018;0.4;0.4;0;0;;21.2;28.8;13.6;62;87;36;;;;;;26.7;
25/05/2018;0.0;0.0;0;0;;22.4;29.6;14.3;64;93;38;;;;;;25.7;
26/05/2018;0.0;0.0;0;0;;21.4;30.3;15.7;72;91;43;;;;;;16.7;
27/05/2018;1.2;1.2;0;0;;22.2;29.3;15.9;65;93;40;;;;;;17.2;
28/05/2018;11.0;0.4;0;0;;18.8;23.2;15.8;80;94;59;;;;;;7.9;
29/05/2018;17.6;18.2;0;0;;20.2;27.5;15.4;76;95;47;;;;;;21.0;
30/05/2018;2.8;10.4;0;0;;18.6;25.0;15.1;83;96;56;;;;;;8.9;
31/05/2018;23.2;19.6;0;0;;20.6;26.0;15.7;73;97;44;;;;;;19.1;
01/06/2018;0.2;6.2;0;0;;22.0;29.2;13.5;62;91;35;;;;;;29.8;
02/06/2018;0.0;0.0;0;0;;22.5;28.9;15.2;66;91;43;;;;;;25.5;
03/06/2018;0.0;0.0;0;0;;21.9;27.8;16.8;69;89;49;;;;;;15.1;
04/06/2018;0.2;0.0;0;0;;18.3;20.1;15.3;83;95;68;;;;;;3.9;
05/06/2018;13.2;13.2;0;0;;22.1;29.6;15.2;70;97;38;;;;;;23.9;
06/06/2018;2.0;0.2;0;0;;19.8;25.3;15.8;81;96;52;;;;;;12.9;
07/06/2018;13.2;15.2;0;0;;19.7;28.0;15.3;82;97;47;;;;;;18.3;
08/06/2018;37.8;37.4;0;0;;19.0;25.0;15.3;81;97;53;;;;;;11.2;
09/06/2018;0.2;0.6;0;0;;22.8;30.7;14.5;66;94;38;;;;;;28.4;
10/06/2018;0.0;0.0;0;0;;24.0;31.0;17.1;70;89;47;;;;;;20.6;
11/06/2018;0.0;0.0;0;0;;22.3;28.7;18.1;77;95;52;;;;;;14.9;
12/06/2018;1.4;1.4;0;0;;20.6;29.3;16.1;76;97;41;;;;;;16.9;
13/06/2018;4.8;4.0;0;0;;19.7;23.6;16.6;75;89;59;;;;;;10.9;
14/06/2018;0.6;1.4;0;0;;22.8;29.9;15.2;58;90;31;;;;;;27.8;
15/06/2018;0.0;0.0;0;0;;22.5;29.3;16.0;64;84;44;;;;;;22.4;
16/06/2018;0.0;0.0;0;0;;23.8;30.7;17.0;60;84;35;;;;;;24.9;
17/06/2018;0.0;0.0;0;0;;24.6;31.7;18.1;60;85;39;;;;;;20.6;
18/06/2018;1.8;0.0;0;0;;25.7;32.5;18.6;53;90;27;;;;;;28.9;
19/06/2018;0.0;1.8;0;0;;26.1;32.9;18.1;55;83;36;;;;;;26.5;
20/06/2018;0.0;0.0;0;0;;26.5;33.3;20.3;54;78;30;;;;;;26.7;
21/06/2018;0.0;0.0;0;0;;26.7;33.3;19.3;57;81;35;;;;;;27.9;
22/06/2018;0.0;0.0;0;0;;26.3;32.8;19.9;56;83;18;;;;;;26.3;
23/06/2018;0.8;0.8;0;0;;22.3;27.5;17.8;55;79;34;;;;;;22.5;
24/06/2018;0.0;0.0;0;0;;21.5;27.9;16.5;60;77;40;;;;;;18.9;
25/06/2018;0.4;0.4;0;0;;22.6;30.5;14.7;58;88;31;;;;;;24.6;
26/06/2018;0.0;0.0;0;0;;23.6;29.7;17.5;48;74;33;;;;;;28.5;
27/06/2018;0.0;0.0;0;0;;24.5;31.9;15.3;51;82;32;;;;;;28.4;
28/06/2018;0.0;0.0;0;0;;24.6;31.5;19.3;39;55;19;;;;;;27.6;
29/06/2018;0.0;0.0;0;0;;25.5;33.0;18.3;44;69;23;;;;;;29.4;
30/06/2018;0.0;0.0;0;0;;27.0;35.2;17.2;50;78;26;;;;;;29.7;
01/07/2018;0.0;0.0;0;0;;26.8;33.3;19.3;58;82;45;;;;;;21.6;
02/07/2018;0.0;0.0;0;0;;25.8;31.7;20.6;57;75;39;;;;;;17.7;
03/07/2018;10.2;0.0;0;0;;25.7;33.8;19.1;65;89;32;;;;;;25.2;
04/07/2018;0.4;10.2;0;0;;25.8;33.4;17.6;63;94;37;;;;;;29.0;
05/07/2018;28.0;27.4;0;0;;23.4;29.9;18.2;71;94;46;;;;;;20.7;
06/07/2018;0.0;1.0;0;0;;25.4;32.9;17.6;61;93;32;;;;;;29.2;
07/07/2018;2.8;2.8;0;0;;26.4;32.9;18.7;51;87;24;;;;;;29.1;
08/07/2018;0.0;0.0;0;0;;25.7;32.9;18.1;57;82;36;;;;;;28.5;
09/07/2018;0.0;0.0;0;0;;25.6;31.9;19.7;60;83;42;;;;;;23.0;
10/07/2018;0.4;0.0;0;0;;25.4;31.3;20.0;67;88;45;;;;;;19.5;
11/07/2018;0.0;0.4;0;0;;23.8;29.5;19.6;70;89;48;;;;;;23.2;
12/07/2018;4.4;4.4;0;0;;22.5;30.1;18.1;79;94;47;;;;;;15.2;
13/07/2018;13.6;13.4;0;0;;24.4;31.8;17.5;70;96;42;;;;;;22.7;
14/07/2018;0.0;0.2;0;0;;24.6;32.3;19.7;71;86;43;;;;;;17.7;
15/07/2018;0.8;0.8;0;0;;24.6;32.5;18.4;68;89;43;;;;;;21.9;
16/07/2018;1.6;1.6;0;0;;21.0;27.0;16.2;77;95;42;;;;;;7.1;
17/07/2018;46.4;46.4;0;0;;24.0;32.9;15.0;61;96;25;;;;;;29.1;
18/07/2018;0.0;0.0;0;0;;26.2;33.8;17.2;54;85;25;;;;;;28.7;
19/07/2018;0.0;0.0;0;0;;27.3;34.4;19.7;53;78;31;;;;;;27.2;
20/07/2018;0.0;0.0;0;0;;25.9;34.2;19.3;64;82;39;;;;;;20.9;
21/07/2018;6.8;0.2;0;0;;22.1;28.7;18.0;73;90;44;;;;;;19.8;
22/07/2018;1.0;7.6;0;0;;24.0;32.2;16.8;62;94;31;;;;;;25.8;
23/07/2018;0.0;0.0;0;0;;25.5;33.2;16.6;52;84;26;;;;;;28.8;
24/07/2018;0.0;0.0;0;0;;26.6;33.7;20.1;58;79;39;;;;;;23.0;
25/07/2018;0.0;0.0;0;0;;27.4;34.7;20.1;52;77;34;;;;;;24.8;
26/07/2018;0.0;0.0;0;0;;25.6;35.4;18.9;62;88;36;;;;;;19.8;
27/07/2018;10.0;4.6;0;0;;26.2;33.4;19.7;68;93;43;;;;;;25.8;
28/07/2018;0.0;5.4;0;0;;24.4;33.0;19.9;76;94;47;;;;;;14.8;
29/07/2018;10.2;10.2;0;0;;25.6;33.8;18.7;72;95;41;;;;;;23.6;
30/07/2018;0.0;0.0;0;0;;27.3;35.8;20.2;65;91;39;;;;;;23.0;
31/07/2018;0.0;0.0;0;0;;28.9;36.9;20.9;58;88;29;;;;;;25.1;
01/08/2018;0.0;0.0;0;0;;28.1;36.5;21.7;59;82;40;;;;;;18.3;
02/08/2018;0.0;0.0;0;0;;28.3;36.6;19.6;55;80;28;;;;;;26.4;
03/08/2018;0.0;0.0;0;0;;28.0;35.4;22.2;63;82;41;;;;;;18.1;
04/08/2018;0.0;0.0;0;0;;28.7;36.4;22.2;63;88;34;;;;;;23.3;
05/08/2018;0.2;0.2;0;0;;28.7;36.1;22.8;57;82;36;;;;;;22.5;
06/08/2018;0.0;0.0;0;0;;27.3;35.9;21.1;62;87;38;;;;;;20.3;
07/08/2018;12.0;12.0;0;0;;26.1;34.3;21.4;63;87;37;;;;;;21.8;
08/08/2018;2.2;2.2;0;0;;26.1;34.3;19.2;60;85;36;;;;;;21.7;
09/08/2018;0.0;0.0;0;0;;24.2;33.0;18.3;65;86;42;;;;;;15.8;
10/08/2018;0.0;0.0;0;0;;25.3;33.5;17.8;64;90;36;;;;;;25.5;
11/08/2018;0.0;0.0;0;0;;25.5;33.1;19.4;63;87;35;;;;;;20.0;
12/08/2018;0.0;0.0;0;0;;25.0;31.6;19.9;68;82;48;;;;;;21.0;
13/08/2018;0.2;0.0;0;0;;23.2;28.5;18.3;76;90;60;;;;;;11.1;
14/08/2018;0.8;1.0;0;0;;23.9;32.3;17.4;70;95;35;;;;;;19.4;
15/08/2018;0.0;0.0;0;0;;24.1;32.9;18.8;64;87;37;;;;;;16.3;
16/08/2018;0.0;0.0;0;0;;25.2;32.8;18.6;58;83;35;;;;;;21.0;
17/08/2018;0.0;0.0;0;0;;25.0;33.0;19.3;62;80;37;;;;;;15.5;
18/08/2018;0.4;0.4;0;0;;24.7;34.0;18.0;61;82;36;;;;;;18.8;
19/08/2018;0.0;0.0;0;0;;26.2;34.7;18.4;56;85;27;;;;;;24.2;
20/08/2018;0.0;0.0;0;0;;26.6;34.4;19.6;57;81;30;;;;;;20.9;
21/08/2018;0.0;0.0;0;0;;24.2;34.6;18.5;70;88;35;;;;;;14.1;
22/08/2018;9.0;9.0;0;0;;25.5;35.3;17.1;60;91;29;;;;;;22.5;
23/08/2018;0.0;0.0;0;0;;26.0;35.0;18.3;57;85;28;;;;;;22.0;
24/08/2018;0.0;0.0;0;0;;26.0;34.3;19.5;57;79;32;;;;;;21.4;
25/08/2018;0.0;0.0;0;0;;22.6;28.3;18.7;69;85;27;;;;;;10.4;
26/08/2018;0.0;0.0;0;0;;21.2;28.9;12.7;36;71;18;;;;;;23.7;
27/08/2018;0.0;0.0;0;0;;21.0;30.4;12.5;54;83;26;;;;;;23.6;
28/08/2018;0.0;0.0;0;0;;22.5;32.5;14.0;59;85;31;;;;;;22.4;
29/08/2018;0.0;0.0;0;0;;23.6;32.6;15.9;62;91;33;;;;;;18.6;
30/08/2018;0.8;0.8;0;0;;24.2;33.5;16.3;64;94;31;;;;;;18.8;
31/08/2018;4.8;0.0;0;0;;18.9;21.1;17.2;81;89;71;;;;;;2.7;
01/09/2018;1.2;6.0;0;0;;18.2;23.2;13.5;74;92;49;;;;;;9.5;
02/09/2018;0.0;0.0;0;0;;18.6;27.5;12.5;73;92;42;;;;;;14.8;
03/09/2018;19.6;19.4;0;0;;19.5;27.5;13.2;71;95;38;;;;;;20.1;
04/09/2018;0.0;0.2;0;0;;20.7;29.9;13.6;69;94;36;;;;;;20.7;
05/09/2018;0.0;0.0;0;0;;21.4;31.0;14.3;70;93;39;;;;;;18.3;
06/09/2018;0.0;0.0;0;0;;19.0;25.0;15.0;81;93;58;;;;;;5.9;
07/09/2018;4.2;4.0;0;0;;20.5;29.1;14.6;72;96;37;;;;;;20.0;
08/09/2018;0.0;0.2;0;0;;21.9;30.2;15.7;70;93;41;;;;;;16.2;
09/09/2018;0.0;0.0;0;0;;22.9;30.8;17.5;68;88;40;;;;;;17.7;
10/09/2018;0.0;0.0;0;0;;23.5;31.9;17.2;68;91;38;;;;;;18.5;
11/09/2018;0.0;0.0;0;0;;23.8;32.9;16.6;67;92;37;;;;;;18.8;
12/09/2018;0.0;0.0;0;0;;24.2;32.6;17.9;67;90;40;;;;;;16.0;
13/09/2018;0.0;0.0;0;0;;24.2;33.5;18.1;68;91;34;;;;;;17.2;
14/09/2018;7.2;7.0;0;0;;22.5;29.9;17.0;75;96;48;;;;;;14.5;
15/09/2018;0.0;0.2;0;0;;23.4;30.3;18.4;73;90;50;;;;;;13.2;
16/09/2018;0.0;0.0;0;0;;22.1;28.2;19.7;78;89;56;;;;;;9.0;
17/09/2018;2.0;0.8;0;0;;20.4;26.2;17.4;83;94;56;;;;;;6.4;
18/09/2018;2.2;3.4;0;0;;22.0;29.1;16.2;74;95;46;;;;;;15.3;
19/09/2018;10.6;1.6;0;0;;22.3;30.8;16.6;74;96;42;;;;;;16.6;
20/09/2018;0.0;9.0;0;0;;22.3;31.1;16.1;72;94;42;;;;;;16.4;
21/09/2018;0.0;0.0;0;0;;22.7;31.0;16.6;72;94;41;;;;;;14.7;
22/09/2018;0.0;0.0;0;0;;23.3;31.8;17.1;70;93;35;;;;;;15.6;
23/09/2018;0.0;0.0;0;0;;23.0;30.4;17.1;73;93;49;;;;;;14.9;
24/09/2018;0.0;0.0;0;0;;21.6;28.4;16.9;58;94;20;;;;;;12.6;
25/09/2018;0.0;0.0;0;0;;16.2;21.9;10.2;55;84;32;;;;;;12.9;
26/09/2018;0.0;0.0;0;0;;14.7;22.0;8.7;60;85;33;;;;;;15.9;
27/09/2018;0.0;0.0;0;0;;15.0;26.1;7.1;68;92;34;;;;;;17.0;
28/09/2018;0.0;0.0;0;0;;16.9;29.1;8.9;65;93;21;;;;;;17.1;
29/09/2018;0.0;0.0;0;0;;17.6;28.7;9.8;61;91;25;;;;;;16.7;
30/09/2018;0.0;0.0;0;0;;16.7;24.4;10.3;69;89;42;;;;;;14.0;
01/10/2018;1.8;1.6;0;0;;13.3;16.1;7.6;80;93;58;;;;;;3.1;
02/10/2018;3.8;4.0;0;0;;13.4;23.5;5.7;61;95;23;;;;;;16.9;
03/10/2018;0.0;0.0;0;0;;14.3;25.1;7.0;67;93;30;;;;;;15.5;
04/10/2018;0.0;0.0;0;0;;15.6;26.5;8.7;68;94;29;;;;;;15.8;
05/10/2018;0.0;0.0;0;0;;15.7;24.7;8.6;69;94;38;;;;;;13.3;
06/10/2018;0.8;0.2;0;0;;14.6;18.7;9.6;78;92;61;;;;;;3.4;
07/10/2018;0.0;0.6;0;0;;15.3;24.6;8.8;74;95;42;;;;;;10.2;
08/10/2018;0.0;0.0;0;0;;18.0;26.8;12.3;70;91;38;;;;;;12.8;
09/10/2018;0.0;0.0;0;0;;17.0;26.8;10.9;77;96;44;;;;;;12.6;
