Data;Precipitazione dalle 9 alle 9 ( mm );Precipitazione dalle 0 alle 0 ( mm );Neve Fresca ( cm );Neve al Suolo ( cm );Neve Altezza Massima ( cm );Temperatura media ( °C );Temperatura massima ( °C );Temperatura minima ( °C );Umidita' media ( % );Umidita' massima ( % );Umidita' minima ( % );Velocita' media ( m/s );Raffica ( m/s );Durata Calma ( min );Settore Prevalente;Tempo Permanenza ( min );Radiazione totale ( MJ/mq );
18/02/2013;0.0;0.0;0;0;;4.9;11.0;-1.0;65;87;37;0.3;3.4;720;;;11.5;
19/02/2013;0.0;0.0;0;0;;3.4;12.1;-2.8;66;96;27;;;;;;11.8;
20/02/2013;0.0;0.0;0;0;;2.9;7.3;-2.2;75;95;59;;;;;;4.3;
21/02/2013;0.2;0.0;0;0;;1.9;3.4;0.2;85;92;79;1.0;6.2;70;NE;650;1.7;
22/02/2013;0.0;0.2;3;3;;0.4;3.3;-2.9;81;92;67;0.7;4.2;200;;;3.9;
23/02/2013;2.0;2.0;0;0;;0.3;3.3;-4.1;75;96;53;;;;;;4.2;
24/02/2013;0.0;0.0;7;7;;1.4;3.9;0.0;83;95;68;0.1;2.6;1000;;;1.2;
25/02/2013;6.8;6.2;3;3;;1.7;4.8;0.3;91;97;76;0.2;4.5;1010;;;3.4;
26/02/2013;7.2;6.6;0;0;;5.2;13.0;0.6;70;98;32;0.3;3.5;790;;;13.8;
27/02/2013;0.0;1.2;0;0;;5.2;11.3;-1.8;59;87;30;;;;;;7.1;
28/02/2013;0.4;0.4;0;0;;6.0;10.5;2.6;79;95;60;0.1;2.8;1100;;;3.8;
01/03/2013;0.0;0.0;0;0;;7.1;12.2;1.8;75;98;51;0.2;3.6;960;;;7.4;
02/03/2013;0.0;0.0;0;0;;6.0;14.2;0.9;79;98;46;0.1;2.7;1150;;;8.5;
03/03/2013;0.0;0.0;0;0;;6.3;15.6;0.0;74;98;30;0.2;3.9;1040;;;13.6;
04/03/2013;0.0;0.0;0;0;;7.4;16.4;1.0;74;98;42;0.2;3.4;980;;;12.6;
05/03/2013;0.0;0.0;0;0;;6.5;11.3;1.6;70;98;47;0.4;5.0;750;;;6.0;
06/03/2013;6.6;0.2;0;0;;5.6;7.0;4.2;92;96;85;0.3;3.2;750;;;1.7;
07/03/2013;26.0;25.0;0;0;;8.8;12.6;6.0;87;96;69;0.2;2.9;980;;;5.5;
08/03/2013;2.2;7.6;0;0;;8.7;11.1;6.2;92;97;81;0.0;1.7;1350;;;2.0;
09/03/2013;7.4;9.4;0;0;;7.2;11.4;3.1;89;99;70;0.1;2.9;1100;;;5.3;
10/03/2013;0.2;0.0;0;0;;8.7;17.7;2.8;85;100;47;0.2;3.4;930;;;13.5;
11/03/2013;0.0;0.2;0;0;;10.6;18.2;6.3;82;100;42;0.3;3.5;810;;;13.3;
12/03/2013;11.2;11.0;0;0;;9.6;13.2;7.4;83;98;60;0.4;3.7;530;;;7.4;
13/03/2013;0.0;0.2;0;0;;9.5;16.0;6.4;79;96;48;0.3;4.1;770;;;8.7;
14/03/2013;0.0;0.0;0;0;;7.8;13.9;1.9;43;92;16;0.8;8.1;580;;;17.6;
15/03/2013;0.0;0.0;0;0;;5.8;12.6;0.2;22;46;12;0.5;4.3;490;;;18.1;
16/03/2013;0.0;0.0;0;0;;4.7;11.2;-3.4;40;62;20;0.6;5.1;410;;;17.4;
17/03/2013;0.2;0.0;2;2;;1.7;4.9;0.2;88;96;57;0.5;3.9;520;;;1.4;
18/03/2013;9.8;7.8;5;6;;4.5;10.1;0.2;77;98;32;0.5;8.9;710;;;12.9;
19/03/2013;20.6;22.8;0;0;;10.9;18.3;3.6;32;71;13;0.8;8.0;360;;;19.3;
20/03/2013;0.0;0.0;0;0;;7.0;11.9;3.1;70;88;55;0.5;5.4;720;;;10.3;
21/03/2013;0.0;0.0;0;0;;10.6;19.1;1.9;35;88;14;0.4;6.0;640;;;19.7;
22/03/2013;0.0;0.0;0;0;;9.9;18.6;0.9;56;83;25;0.3;3.6;780;;;16.4;
23/03/2013;0.0;0.0;0;0;;9.1;11.7;7.2;76;95;61;0.4;3.7;710;;;4.0;
24/03/2013;11.8;5.0;0;0;;6.3;7.8;4.4;94;97;88;0.8;5.4;200;;;1.5;
25/03/2013;24.8;31.4;0;0;;8.3;15.1;4.2;77;96;50;0.6;4.4;340;;;13.0;
26/03/2013;0.0;0.2;0;0;;5.0;6.5;3.6;75;86;66;0.8;5.1;110;NE;570;5.3;
27/03/2013;0.0;0.0;0;0;;5.6;7.1;4.2;72;83;59;0.1;2.1;1090;;;1.4;
28/03/2013;0.0;0.0;0;0;;5.9;8.8;4.2;76;86;60;0.3;3.1;790;;;4.3;
29/03/2013;0.4;0.4;0;0;;7.4;13.4;3.4;72;96;45;0.4;4.1;570;;;13.5;
30/03/2013;1.0;0.0;0;0;;6.4;10.4;4.2;87;98;64;0.3;4.0;860;;;5.1;
31/03/2013;10.4;11.4;0;0;;11.3;19.8;2.1;54;98;15;0.7;5.0;490;;;19.0;
01/04/2013;0.0;0.0;0;0;;7.9;9.9;5.8;71;78;63;0.8;5.3;170;;;4.8;
02/04/2013;0.0;0.0;0;0;;10.2;16.7;5.4;61;85;35;0.4;4.4;620;;;17.7;
03/04/2013;0.0;0.0;0;0;;10.9;18.8;3.4;67;95;35;0.5;3.8;620;;;18.6;
04/04/2013;1.0;0.0;0;0;;7.7;9.7;6.4;91;97;81;0.8;6.7;160;;;0.9;
05/04/2013;31.6;28.6;0;0;;9.1;15.7;5.5;81;96;53;0.5;4.5;530;;;9.3;
06/04/2013;0.0;4.0;0;0;;9.9;14.4;6.3;81;98;61;0.2;2.8;810;;;6.0;
07/04/2013;0.0;0.0;0;0;;10.5;15.9;5.0;76;98;53;0.5;5.0;640;;;14.3;
08/04/2013;0.8;0.0;0;0;;6.7;9.8;4.9;81;90;70;0.8;5.0;200;;;1.9;
09/04/2013;0.0;0.8;0;0;;7.4;13.2;3.5;73;94;46;0.3;4.0;760;;;9.1;
10/04/2013;0.0;0.0;0;0;;10.6;19.5;1.6;69;98;34;0.4;4.4;740;;;20.8;
11/04/2013;0.0;0.0;0;0;;10.6;15.5;6.0;85;98;61;0.4;3.4;590;;;5.5;
12/04/2013;3.0;2.8;0;0;;14.8;21.7;8.6;68;98;37;0.4;5.8;570;;;20.9;
13/04/2013;0.0;0.2;0;0;;15.1;24.2;5.4;53;87;23;0.3;4.2;810;;;23.3;
14/04/2013;0.0;0.0;0;0;;16.0;25.1;7.2;59;92;32;0.3;3.7;870;;;23.0;
15/04/2013;0.0;0.0;0;0;;17.6;26.4;8.6;62;95;33;0.3;3.6;850;;;22.4;
16/04/2013;0.0;0.0;0;0;;18.6;25.5;13.5;63;81;39;0.4;4.0;700;;;16.8;
17/04/2013;0.0;0.0;0;0;;19.7;26.9;13.4;61;84;38;0.2;4.0;970;;;20.6;
18/04/2013;0.0;0.0;0;0;;19.5;28.1;11.5;65;98;37;0.2;3.5;950;;;20.3;
19/04/2013;0.0;0.0;0;0;;16.8;24.4;10.4;77;97;49;0.4;4.6;550;;;11.9;
20/04/2013;53.8;5.0;0;0;;10.6;13.1;8.0;91;99;80;0.7;5.1;260;;;5.6;
21/04/2013;12.4;53.8;0;0;;10.5;13.2;8.6;93;99;82;0.1;2.7;1190;;;3.0;
22/04/2013;5.2;12.6;0;0;;13.0;17.3;9.9;80;99;56;0.3;4.7;940;;;9.9;
23/04/2013;0.0;0.0;0;0;;14.7;21.2;10.7;72;91;45;0.2;3.9;1050;;;14.4;
24/04/2013;0.4;0.0;0;0;;16.5;23.6;9.1;65;98;32;0.3;4.4;830;;;22.4;
25/04/2013;0.0;0.4;0;0;;16.4;24.1;8.0;64;99;36;0.2;4.2;1030;;;20.0;
26/04/2013;0.0;0.0;0;0;;15.4;19.8;12.6;77;97;58;0.1;2.6;1210;;;5.2;
27/04/2013;10.4;10.2;0;0;;14.6;20.0;11.6;88;99;60;0.2;3.4;1020;;;8.0;
28/04/2013;9.0;9.2;0;0;;13.5;19.4;10.8;90;98;62;0.2;5.4;820;;;6.3;
29/04/2013;39.4;28.0;0;0;;13.2;15.8;11.3;97;99;87;0.0;2.2;1380;;;2.4;
30/04/2013;19.4;21.0;0;0;;14.5;17.1;13.1;97;100;85;0.1;3.3;1320;;;2.3;
01/05/2013;6.6;14.0;0;0;;17.3;23.8;12.8;82;100;54;0.1;2.7;1220;;;11.7;
02/05/2013;0.0;2.4;0;0;;16.8;25.7;11.1;79;100;45;0.2;9.3;1090;;;14.6;
03/05/2013;0.6;0.6;0;0;;15.5;23.8;10.1;82;99;54;0.3;4.9;790;;;15.5;
04/05/2013;0.0;0.0;0;0;;17.3;25.4;10.9;70;100;38;0.3;3.8;880;;;25.0;
05/05/2013;0.0;0.0;0;0;;16.4;25.7;10.3;75;99;35;0.3;8.1;800;;;16.0;
06/05/2013;8.8;5.2;0;0;;17.0;23.9;12.2;77;99;47;0.3;4.4;840;;;18.5;
07/05/2013;0.0;3.6;0;0;;17.6;26.5;10.4;76;100;42;0.2;4.2;870;;;18.3;
08/05/2013;2.4;2.2;0;0;;17.9;26.9;10.2;72;100;38;0.1;3.0;1030;;;20.9;
09/05/2013;0.0;0.2;0;0;;18.7;25.9;12.6;77;99;50;0.2;3.5;940;;;12.7;
10/05/2013;2.6;2.6;0;0;;17.0;22.9;14.2;85;100;59;0.2;4.1;870;;;10.7;
11/05/2013;1.4;1.4;0;0;;18.4;26.2;9.4;65;100;28;0.3;4.9;700;;;26.5;
12/05/2013;0.0;0.0;0;0;;18.1;26.0;9.8;46;96;17;0.3;7.4;830;;;28.2;
13/05/2013;0.0;0.0;0;0;;16.7;24.8;7.1;47;81;25;0.2;4.8;900;;;28.6;
14/05/2013;0.0;0.0;0;0;;16.3;24.4;8.8;74;98;45;0.2;3.5;800;;;18.1;
15/05/2013;6.6;4.0;0;0;;12.1;13.4;10.5;97;99;92;0.1;4.3;1080;;;1.6;
16/05/2013;73.2;41.0;0;0;;12.1;15.5;10.0;94;100;80;0.1;3.3;1100;;;4.0;
17/05/2013;10.4;44.0;0;0;;13.9;22.1;8.1;81;100;44;0.4;5.9;740;;;13.1;
18/05/2013;2.4;3.6;0;0;;10.6;15.6;6.4;89;99;64;0.1;3.4;1000;;;5.7;
19/05/2013;48.0;44.0;0;0;;14.6;21.4;9.0;73;99;42;0.2;3.7;850;;;23.5;
20/05/2013;0.0;4.0;0;0;;15.2;23.1;8.3;69;98;34;0.3;4.7;790;;;24.8;
21/05/2013;0.0;0.0;0;0;;14.6;21.3;8.6;76;99;46;0.3;4.8;830;;;19.3;
22/05/2013;2.6;2.6;0;0;;14.2;19.7;8.7;74;99;51;0.1;3.3;1190;;;10.5;
23/05/2013;0.0;0.0;0;0;;17.8;25.8;7.3;43;96;19;0.6;7.6;610;;;29.9;
24/05/2013;0.0;0.0;0;0;;14.2;21.1;7.5;51;73;18;0.5;8.2;380;;;27.9;
25/05/2013;0.0;0.0;0;0;;11.4;17.2;5.6;62;91;38;0.4;5.1;620;;;18.9;
26/05/2013;0.0;0.0;0;0;;15.1;23.5;3.9;49;98;18;0.2;5.2;850;;;30.3;
27/05/2013;0.0;0.0;0;0;;16.4;24.4;6.7;57;85;36;0.4;4.6;630;;;24.3;
28/05/2013;0.0;0.0;0;0;;14.6;20.3;11.4;77;91;50;0.2;3.4;870;;;8.1;
29/05/2013;1.6;0.6;0;0;;13.1;20.8;8.3;75;97;49;0.4;5.9;670;;;14.7;
30/05/2013;4.4;5.4;0;0;;15.1;23.4;8.4;57;93;24;0.2;4.3;860;;;24.8;
31/05/2013;0.0;0.0;0;0;;17.8;25.6;7.5;46;80;22;0.3;6.5;670;;;25.0;
01/06/2013;0.0;0.0;0;0;;19.4;28.8;9.9;58;93;25;0.3;5.5;780;;;26.1;
02/06/2013;0.0;0.0;0;0;;21.2;31.0;10.4;53;96;21;0.3;5.2;690;;;25.0;
03/06/2013;0.0;0.0;0;0;;18.5;26.4;10.8;58;88;33;0.3;4.1;780;;;19.5;
04/06/2013;0.0;0.0;0;0;;18.7;28.2;10.6;64;92;33;0.3;3.5;780;;;19.5;
05/06/2013;0.0;0.0;0;0;;18.2;27.4;11.3;76;98;44;0.2;3.8;890;;;17.5;
06/06/2013;1.8;1.8;0;0;;19.5;30.6;12.3;68;100;40;0.2;3.7;930;;;21.6;
07/06/2013;0.2;0.2;0;0;;20.3;29.2;14.0;74;97;39;0.2;3.8;960;;;20.7;
08/06/2013;9.0;8.8;0;0;;19.9;28.0;12.6;71;100;41;0.2;5.1;1040;;;17.2;
09/06/2013;0.0;0.2;0;0;;15.1;20.0;13.0;88;97;69;0.1;3.9;1090;;;4.9;
10/06/2013;37.6;31.0;0;0;;18.0;24.9;12.5;73;98;44;0.2;3.1;1000;;;22.1;
11/06/2013;0.0;6.6;0;0;;20.9;29.6;12.1;64;98;32;0.2;4.3;910;;;28.5;
12/06/2013;0.0;0.0;0;0;;22.6;30.1;14.8;57;86;26;0.2;4.0;840;;;27.7;
13/06/2013;0.0;0.0;0;0;;22.8;30.4;14.5;63;93;34;0.2;4.2;900;;;24.2;
14/06/2013;0.0;0.0;0;0;;23.1;31.2;15.6;67;96;37;0.2;4.2;1020;;;19.1;
15/06/2013;0.0;0.0;0;0;;23.8;30.5;17.0;72;96;50;0.2;3.4;940;;;18.3;
16/06/2013;0.0;0.0;0;0;;24.8;31.8;18.3;71;94;49;0.2;3.1;880;;;19.0;
17/06/2013;0.0;0.0;0;0;;25.4;33.1;19.0;74;97;46;0.1;3.4;1020;;;18.1;
18/06/2013;0.0;0.0;0;0;;26.8;34.8;19.5;69;97;40;0.1;3.3;990;;;22.1;
19/06/2013;0.0;0.0;0;0;;26.0;33.2;19.5;66;91;38;0.2;3.7;900;;;20.1;
20/06/2013;0.6;0.0;0;0;;21.1;24.9;16.1;80;95;67;0.2;3.3;980;;;6.3;
21/06/2013;0.6;1.0;0;0;;21.6;28.1;15.3;76;99;47;0.2;5.3;990;;;17.0;
22/06/2013;1.6;1.6;0;0;;22.9;29.8;17.4;69;96;40;0.2;4.1;810;;;22.6;
23/06/2013;0.0;0.2;0;0;;21.3;29.4;15.6;78;98;47;0.3;4.9;990;;;18.8;
24/06/2013;2.0;2.0;0;0;;21.5;29.0;12.2;49;98;17;0.3;6.3;850;;;29.0;
25/06/2013;0.0;0.0;0;0;;21.3;28.2;11.2;37;73;21;0.2;4.5;770;;;29.9;
26/06/2013;0.0;0.0;0;0;;21.2;28.0;12.9;37;66;21;0.3;4.4;770;;;29.8;
27/06/2013;0.0;0.0;0;0;;18.1;24.4;12.3;63;89;45;0.5;5.1;540;;;20.6;
28/06/2013;0.0;0.0;0;0;;16.7;22.8;11.4;67;96;41;0.2;3.4;1000;;;15.0;
29/06/2013;0.0;0.0;0;0;;18.6;26.8;9.8;62;96;32;0.3;4.5;850;;;23.9;
30/06/2013;0.0;0.0;0;0;;21.9;30.7;11.6;53;96;25;0.3;4.2;800;;;29.4;
01/07/2013;0.0;0.0;0;0;;21.9;30.5;13.4;59;89;32;0.3;4.4;770;;;19.4;
02/07/2013;0.0;0.0;0;0;;23.1;31.6;14.8;61;93;33;0.4;3.9;560;;;23.2;
03/07/2013;0.0;0.0;0;0;;21.4;27.8;15.3;70;94;44;0.4;4.9;450;;;14.4;
04/07/2013;0.0;0.0;0;0;;24.2;32.8;14.5;59;95;28;0.3;4.6;630;;;28.3;
05/07/2013;0.0;0.0;0;0;;25.6;33.8;16.0;58;92;31;0.2;4.1;860;;;26.7;
06/07/2013;0.0;0.0;0;0;;26.0;33.6;18.3;62;89;38;0.3;4.1;690;;;24.2;
07/07/2013;0.0;0.0;0;0;;25.9;33.3;19.7;61;85;35;0.5;4.3;520;;;22.7;
08/07/2013;0.0;0.0;0;0;;25.7;31.9;19.4;62;85;39;0.3;6.9;680;;;21.0;
09/07/2013;0.0;0.0;0;0;;24.5;32.6;18.5;62;90;32;0.3;6.1;630;;;20.5;
10/07/2013;0.0;0.0;0;0;;24.9;33.6;16.9;62;92;35;0.3;5.1;590;;;19.8;
11/07/2013;0.0;0.0;0;0;;26.4;33.8;18.8;58;87;31;0.3;4.1;610;;;25.4;
12/07/2013;0.8;0.0;0;0;;24.3;30.6;19.4;70;92;46;0.3;3.8;600;;;15.4;
13/07/2013;0.0;0.8;0;0;;24.4;32.5;17.3;75;98;46;0.3;5.9;660;;;16.4;
14/07/2013;7.6;7.6;0;0;;24.1;31.7;16.6;69;98;38;0.3;3.7;850;;;22.3;
15/07/2013;0.0;0.0;0;0;;25.4;33.3;16.8;60;97;28;0.1;3.6;1050;;;26.1;
16/07/2013;0.0;0.0;0;0;;25.2;33.4;18.4;68;93;41;0.4;6.2;660;;;20.3;
17/07/2013;19.8;2.0;0;0;;23.7;29.0;18.7;76;99;49;0.3;4.5;680;;;20.9;
18/07/2013;43.4;17.8;0;0;;20.2;24.3;17.0;83;99;60;0.3;4.3;710;;;7.8;
19/07/2013;0.2;43.6;0;0;;22.9;29.8;17.4;69;95;36;0.2;3.4;790;;;17.7;
20/07/2013;0.0;0.0;0;0;;24.7;32.7;16.0;63;98;33;0.2;3.6;870;;;26.8;
21/07/2013;0.0;0.0;0;0;;25.2;32.8;16.8;65;96;37;0.3;4.2;790;;;23.5;
22/07/2013;0.0;0.0;0;0;;25.8;33.1;18.2;68;97;40;0.3;4.5;790;;;23.7;
23/07/2013;0.0;0.0;0;0;;27.3;34.4;20.5;60;87;36;0.4;4.5;440;;;24.9;
24/07/2013;0.0;0.0;0;0;;26.3;33.1;20.0;65;88;44;0.4;6.6;530;;;20.3;
25/07/2013;0.0;0.0;0;0;;26.8;34.0;19.3;69;97;41;0.3;3.7;740;;;25.2;
26/07/2013;0.0;0.0;0;0;;27.1;34.0;20.5;72;95;49;0.3;3.5;710;;;19.2;
27/07/2013;0.0;0.0;0;0;;28.4;35.4;21.7;69;99;42;0.3;3.7;700;;;22.4;
28/07/2013;0.0;0.0;0;0;;27.5;35.5;21.8;70;97;41;0.4;4.9;500;;;19.9;
29/07/2013;30.2;0.0;0;0;;21.8;29.3;15.2;79;99;31;0.3;8.3;760;;;15.1;
30/07/2013;0.2;30.4;0;0;;23.7;32.0;14.7;58;98;26;0.2;4.4;1020;;;27.4;
31/07/2013;0.0;0.0;0;0;;24.6;33.3;15.6;59;92;34;0.2;3.8;900;;;26.8;
01/08/2013;0.0;0.0;0;0;;25.3;32.7;16.9;66;95;41;0.3;3.4;760;;;21.8;
02/08/2013;0.0;0.0;0;0;;27.0;35.1;18.4;66;94;37;0.3;3.4;730;;;24.6;
03/08/2013;0.0;0.0;0;0;;27.0;35.2;20.9;68;94;38;0.3;4.4;790;;;18.8;
04/08/2013;0.0;0.0;0;0;;27.6;36.1;19.6;64;93;37;0.3;3.8;720;;;23.9;
05/08/2013;0.0;0.0;0;0;;28.2;36.0;20.6;64;96;36;0.3;4.5;680;;;23.9;
06/08/2013;0.0;0.0;0;0;;28.2;36.0;21.1;64;96;34;0.3;4.1;730;;;19.9;
07/08/2013;0.0;0.0;0;0;;24.7;29.9;19.9;70;88;44;0.5;4.2;360;;;11.6;
08/08/2013;0.4;0.0;0;0;;21.8;28.7;16.0;80;98;54;0.4;6.2;550;;;12.1;
09/08/2013;26.2;26.4;0;0;;24.1;31.4;16.2;62;98;34;0.3;3.9;640;;;25.8;
10/08/2013;0.0;0.2;0;0;;24.0;32.3;15.0;49;82;21;0.2;3.7;820;;;26.3;
11/08/2013;0.0;0.0;0;0;;22.8;31.3;15.1;67;93;39;0.3;4.4;820;;;20.9;
12/08/2013;0.0;0.0;0;0;;24.2;32.4;16.5;69;97;36;0.2;3.4;780;;;21.3;
13/08/2013;0.0;0.0;0;0;;25.2;32.9;17.6;69;98;43;0.3;3.9;790;;;22.9;
14/08/2013;0.6;0.0;0;0;;22.4;27.2;19.1;76;96;57;0.5;5.5;380;;;17.9;
15/08/2013;0.2;0.6;0;0;;22.7;29.9;16.7;64;93;33;0.3;3.5;770;;;20.6;
16/08/2013;0.0;0.2;0;0;;22.6;31.1;14.7;66;96;37;0.3;3.3;780;;;22.3;
17/08/2013;0.0;0.0;0;0;;23.9;32.4;15.8;67;96;36;0.2;3.9;950;;;23.1;
18/08/2013;0.0;0.0;0;0;;24.8;33.3;17.2;70;97;36;0.3;4.4;700;;;21.1;
19/08/2013;0.0;0.0;0;0;;23.9;31.2;18.6;75;97;45;0.3;4.4;710;;;13.5;
20/08/2013;0.0;0.0;0;0;;23.3;30.9;16.2;60;98;29;0.3;4.5;590;;;24.4;
21/08/2013;0.0;0.0;0;0;;22.9;30.7;16.0;56;86;28;0.3;4.1;740;;;23.5;
22/08/2013;0.0;0.0;0;0;;22.3;30.6;13.9;61;93;32;0.2;4.5;980;;;23.2;
23/08/2013;0.0;0.0;0;0;;23.7;31.3;16.0;64;94;36;0.2;3.4;960;;;21.2;
24/08/2013;0.0;0.0;0;0;;21.7;30.8;16.5;77;99;41;0.3;6.1;640;;;15.2;
25/08/2013;17.2;17.2;0;0;;20.1;28.7;15.1;83;100;41;0.3;3.8;790;;;18.9;
26/08/2013;18.0;18.0;0;0;;18.6;26.6;12.9;80;99;48;0.3;4.8;590;;;17.8;
27/08/2013;32.2;32.0;0;0;;18.1;26.4;13.3;83;99;48;0.2;3.0;860;;;17.2;
28/08/2013;1.6;1.6;0;0;;20.1;28.9;12.5;71;99;36;0.2;3.5;910;;;22.9;
29/08/2013;0.0;0.2;0;0;;21.0;27.4;15.9;74;96;49;0.3;4.1;790;;;18.9;
30/08/2013;0.4;0.0;0;0;;20.9;28.2;16.0;77;97;42;0.2;3.0;780;;;14.6;
31/08/2013;0.0;0.4;0;0;;21.4;29.4;14.7;74;99;42;0.2;4.0;920;;;19.7;
01/09/2013;0.0;0.0;0;0;;22.0;30.1;15.5;74;99;41;0.2;3.6;910;;;19.2;
02/09/2013;0.0;0.0;0;0;;21.9;28.8;15.8;65;87;34;0.3;4.2;700;;;19.3;
03/09/2013;0.0;0.0;0;0;;22.3;31.7;14.2;65;96;25;0.2;3.3;940;;;21.2;
04/09/2013;0.0;0.0;0;0;;22.2;30.7;15.2;74;99;44;0.3;3.8;810;;;19.2;
