Data;Precipitazione dalle 9 alle 9 ( mm );Precipitazione dalle 0 alle 0 ( mm );Temperatura media ( °C );Temperatura massima ( °C );Temperatura minima ( °C );Umidita' media ( % );Umidita' massima ( % );Umidita' minima ( % );Velocita' media ( m/s );Raffica ( m/s );Durata Calma ( min );Settore Prevalente;Tempo Permanenza ( min );Radiazione totale ( MJ/mq );
14/02/2012;0.0;0.0;-0.9;4.8;-6.0;62;80;37;1.0;4.9;230;;;12.2;
15/02/2012;0.0;0.0;3.3;11.3;-4.9;48;75;21;1.6;10.7;210;;;12.6;
16/02/2012;0.0;0.0;5.4;14.5;1.7;53;77;23;1.4;8.0;200;;;12.7;
17/02/2012;0.0;0.0;5.0;9.9;0.8;61;81;42;0.8;4.5;350;;;11.5;
18/02/2012;0.0;0.0;4.4;8.8;0.9;70;87;54;0.6;3.0;390;;;4.5;
19/02/2012;0.0;0.0;5.7;10.2;1.5;72;86;57;0.5;3.0;540;;;9.1;
20/02/2012;0.0;0.0;4.3;7.5;2.9;81;90;62;0.4;5.2;810;;;5.1;
21/02/2012;0.0;0.0;5.4;9.1;2.8;65;87;38;1.1;5.3;450;;;11.6;
22/02/2012;0.0;0.0;6.2;12.0;1.8;57;81;28;1.1;5.4;150;;;13.8;
23/02/2012;0.0;0.0;7.8;14.2;1.2;45;74;19;1.6;5.2;80;SW;680;13.6;
24/02/2012;0.0;0.0;10.8;19.4;4.0;45;70;24;1.5;4.3;20;SW;680;13.4;
25/02/2012;0.0;0.0;12.9;22.1;7.1;54;75;25;2.2;6.8;0;SW;810;13.9;
26/02/2012;0.0;0.0;12.4;20.1;7.2;45;82;14;1.6;9.8;90;ENE;300;14.3;
27/02/2012;0.0;0.0;10.8;16.6;5.7;28;51;12;1.3;5.7;60;SSW;430;15.3;
28/02/2012;0.0;0.0;8.7;14.7;3.2;49;72;26;1.2;4.4;60;NNE;310;13.6;
29/02/2012;0.0;0.0;13.5;24.4;5.8;50;76;21;1.4;4.5;10;SW;440;13.5;
01/03/2012;0.0;0.0;14.3;22.2;8.1;61;86;33;0.9;4.1;160;;;13.4;
02/03/2012;0.0;0.0;15.4;22.3;9.4;57;80;35;1.1;6.6;140;SW;400;13.6;
03/03/2012;0.0;0.0;13.2;19.1;8.4;68;86;43;1.0;4.3;60;E;280;13.5;
04/03/2012;13.4;4.8;13.2;19.0;9.9;72;91;43;1.3;5.9;50;SSW;280;12.1;
05/03/2012;3.8;12.2;8.4;11.4;2.0;83;94;63;1.9;10.0;0;ENE;540;3.7;
06/03/2012;10.6;1.2;4.0;5.8;1.3;90;96;79;1.2;6.9;330;;;1.1;
07/03/2012;7.4;17.0;8.6;14.1;3.5;63;88;37;0.9;4.7;100;S;190;15.6;
08/03/2012;0.0;0.0;10.5;16.3;5.6;54;80;25;1.1;6.2;30;E;260;13.4;
09/03/2012;0.2;0.0;9.3;12.9;7.0;45;61;30;1.5;6.6;10;NNW;240;10.5;
10/03/2012;0.0;0.2;8.7;13.7;4.1;48;69;27;1.3;5.6;20;NE;360;16.9;
11/03/2012;0.0;0.0;10.7;16.8;4.0;50;76;29;1.3;5.5;0;SSW;510;16.5;
12/03/2012;0.0;0.0;15.5;24.2;8.0;43;70;15;1.2;5.8;80;SW;360;15.9;
13/03/2012;0.0;0.0;13.8;20.7;8.6;52;71;29;1.2;4.6;30;NNE;380;16.3;
14/03/2012;0.0;0.0;14.1;20.9;8.2;55;78;32;0.9;4.2;60;ENE;200;16.2;
15/03/2012;0.0;0.0;15.0;22.3;8.9;57;81;34;0.9;3.7;70;ENE;350;14.8;
16/03/2012;0.0;0.0;14.5;20.8;9.0;60;79;39;1.0;4.7;40;ENE;440;14.6;
17/03/2012;0.0;0.0;12.9;15.8;10.9;67;79;52;1.4;5.4;0;ENE;330;8.7;
18/03/2012;0.0;0.0;11.1;13.2;9.7;77;88;69;1.9;7.2;0;NNE;550;6.9;
19/03/2012;0.0;0.0;11.0;15.0;8.5;65;89;41;1.7;7.4;20;ENE;380;15.1;
20/03/2012;3.0;3.0;11.9;15.9;7.4;51;79;24;1.2;6.1;50;ENE;290;16.8;
21/03/2012;0.0;0.0;15.1;20.4;10.3;42;61;27;1.1;6.5;50;SSW;280;17.7;
22/03/2012;0.0;0.0;15.2;20.8;10.0;45;66;28;1.1;5.0;80;NE;310;17.6;
23/03/2012;0.0;0.0;14.6;19.2;10.2;47;66;27;1.0;5.2;130;SSW;280;9.3;
24/03/2012;0.0;0.0;15.7;22.1;9.1;41;63;22;1.2;5.8;20;SW;210;17.9;
25/03/2012;0.0;0.0;14.9;20.3;11.4;46;59;30;1.0;5.8;80;E;160;11.5;
26/03/2012;0.0;0.0;16.5;23.4;10.2;39;68;15;1.4;6.2;60;SSW;390;19.7;
27/03/2012;0.0;0.0;17.1;24.0;10.5;35;55;17;0.9;5.2;90;NE;240;19.5;
28/03/2012;0.0;0.0;17.5;24.2;10.9;37;59;18;1.1;5.2;90;SSW;240;19.2;
29/03/2012;0.0;0.0;19.1;26.6;11.8;33;50;15;1.2;5.4;50;SW;410;19.9;
30/03/2012;0.0;0.0;19.6;26.9;12.5;35;61;16;1.2;5.1;70;SW;260;20.3;
31/03/2012;0.0;0.0;18.9;26.0;12.3;38;67;15;1.3;7.1;70;SSW;240;20.5;
01/04/2012;0.0;0.0;15.7;22.9;10.6;53;79;25;2.5;9.5;30;NE;390;20.7;
02/04/2012;0.0;0.0;12.4;14.1;10.8;48;58;36;1.6;7.1;0;ENE;410;7.6;
03/04/2012;0.0;0.0;13.4;15.9;11.7;53;76;42;1.4;5.5;0;ENE;420;9.0;
04/04/2012;0.0;0.0;11.7;12.3;10.4;84;95;68;0.4;4.0;700;;;3.1;
05/04/2012;22.2;21.8;13.3;17.2;10.1;77;94;57;0.9;5.8;540;;;11.9;
06/04/2012;0.0;0.4;14.9;21.3;11.8;75;93;43;0.8;9.5;390;;;14.3;
07/04/2012;25.6;25.6;13.9;19.4;10.8;78;94;44;0.5;6.9;900;;;13.8;
08/04/2012;7.8;7.4;12.8;17.5;7.3;53;92;20;1.6;9.1;470;;;21.5;
09/04/2012;0.0;0.4;10.1;14.9;5.2;49;68;31;1.3;6.2;10;N;250;20.6;
10/04/2012;0.0;0.0;7.8;9.8;5.4;75;91;58;1.4;5.1;340;;;3.6;
11/04/2012;19.6;9.2;7.9;12.1;4.9;78;94;57;0.8;5.8;520;;;9.4;
12/04/2012;0.4;10.8;11.4;18.8;4.5;68;91;29;0.5;5.2;860;;;21.2;
13/04/2012;4.4;0.4;10.2;13.3;8.2;85;95;65;0.7;6.2;580;;;5.9;
14/04/2012;14.0;10.6;10.2;12.2;8.5;84;93;66;0.5;5.0;730;;;6.8;
15/04/2012;24.2;14.8;8.7;10.1;7.4;85;93;75;;;;;;3.6;
16/04/2012;5.8;22.2;11.6;14.9;8.9;71;88;47;1.0;5.5;440;;;7.5;
17/04/2012;0.6;1.0;13.4;18.6;8.3;55;85;27;1.1;5.4;80;E;280;18.9;
18/04/2012;3.0;0.0;10.1;11.6;8.0;78;89;66;1.8;7.4;40;NE;540;9.8;
19/04/2012;0.2;3.2;8.8;9.9;7.6;84;89;77;1.4;4.8;20;N;610;2.5;
20/04/2012;1.0;1.0;12.7;18.3;8.5;61;90;16;1.2;10.4;40;N;350;19.1;
21/04/2012;0.0;0.0;13.3;20.6;6.9;57;81;24;1.4;6.9;10;NNE;260;24.0;
22/04/2012;0.0;0.0;14.7;20.4;8.4;39;87;9;1.7;9.1;50;NW;230;25.1;
23/04/2012;0.0;0.0;12.0;16.0;9.3;65;89;45;1.5;6.6;120;NE;380;14.3;
24/04/2012;4.0;0.8;13.8;20.0;9.0;58;92;14;2.2;12.4;30;N;230;23.6;
25/04/2012;0.0;3.2;13.5;17.8;8.0;62;86;34;1.7;6.7;20;ENE;420;18.8;
26/04/2012;0.0;0.0;13.7;15.8;11.3;68;80;59;1.6;6.4;0;NE;330;10.4;
27/04/2012;0.0;0.0;17.9;22.7;13.4;55;74;37;1.1;5.2;80;SW;290;18.5;
28/04/2012;0.0;0.0;19.7;24.9;13.5;56;80;37;1.1;6.4;150;;;18.0;
29/04/2012;3.2;0.0;16.3;18.6;13.3;78;90;69;1.8;6.6;80;N;380;7.7;
30/04/2012;0.0;3.2;13.3;14.9;11.5;83;94;68;1.0;10.1;220;;;5.4;
01/05/2012;32.8;32.8;12.9;15.7;11.4;87;94;74;0.6;6.7;630;;;6.0;
02/05/2012;30.6;28.8;14.2;18.9;11.2;76;93;52;0.8;4.8;570;;;16.3;
03/05/2012;0.2;2.0;17.6;24.8;10.2;59;93;27;1.2;7.2;150;;;26.6;
04/05/2012;0.0;0.0;16.8;22.4;12.0;66;90;44;1.6;7.1;80;ESE;250;21.5;
05/05/2012;1.6;1.6;15.0;20.6;10.9;73;89;47;2.1;10.1;0;N;480;19.6;
06/05/2012;12.8;12.8;16.0;20.3;12.2;67;86;43;1.5;5.7;0;NE;370;18.6;
07/05/2012;0.8;0.8;18.0;23.7;12.1;56;87;26;1.2;5.2;10;N;300;21.4;
08/05/2012;0.0;0.0;16.6;19.9;13.7;69;82;54;1.6;5.9;0;N;470;13.8;
09/05/2012;1.4;1.4;19.3;24.8;15.1;62;82;41;0.9;4.5;110;N;180;15.8;
10/05/2012;0.0;0.0;21.9;28.4;14.5;58;84;38;0.9;5.6;170;;;25.4;
11/05/2012;0.0;0.0;24.6;31.1;17.3;53;81;31;0.9;4.9;110;ENE;180;26.0;
12/05/2012;0.0;0.0;25.9;30.9;19.5;46;73;24;1.5;9.4;60;N;190;20.6;
13/05/2012;0.0;0.0;16.0;23.3;12.6;67;86;38;2.6;11.3;10;NE;390;5.8;
14/05/2012;0.8;0.8;16.2;21.2;11.7;50;81;22;1.4;5.8;10;S;200;23.8;
15/05/2012;0.0;0.0;17.1;23.5;11.1;45;73;16;1.9;10.9;0;NNE;210;26.8;
16/05/2012;0.0;0.0;16.5;20.5;12.4;16;25;10;2.0;9.1;0;N;230;30.3;
17/05/2012;0.0;0.0;16.3;21.8;9.1;26;43;17;1.4;6.7;10;E;220;29.0;
18/05/2012;0.0;0.0;16.1;20.4;12.6;44;60;32;1.3;6.1;40;ENE;290;15.8;
19/05/2012;0.2;0.0;15.2;18.1;11.8;59;71;45;1.2;4.6;0;ENE;280;10.1;
20/05/2012;0.0;0.2;13.3;16.0;10.6;80;95;61;0.7;5.1;500;;;2.9;
21/05/2012;50.4;23.4;11.0;12.5;10.1;94;97;81;;;;;;2.9;
22/05/2012;15.2;42.0;16.2;21.3;10.9;65;93;39;1.2;7.5;570;;;23.2;
23/05/2012;0.0;0.2;22.5;29.6;14.3;48;77;26;1.2;5.2;140;SSW;420;25.4;
24/05/2012;0.0;0.0;24.7;31.1;17.5;48;73;25;0.9;4.6;120;SSW;210;26.2;
25/05/2012;0.0;0.0;21.4;26.9;15.1;61;90;40;2.1;9.0;110;NE;420;25.7;
26/05/2012;17.2;17.2;20.7;24.7;16.0;60;87;39;1.3;7.1;150;;;24.5;
27/05/2012;0.0;0.0;20.1;24.2;17.0;60;82;40;1.5;8.5;70;NNE;340;18.7;
28/05/2012;2.0;2.0;21.1;26.3;15.8;58;86;31;1.0;5.7;360;;;24.2;
29/05/2012;0.0;0.0;23.5;29.1;16.1;44;71;20;1.4;6.6;20;SSW;320;28.0;
30/05/2012;0.0;0.0;23.3;28.9;17.6;54;75;36;1.4;5.6;0;ENE;290;25.4;
31/05/2012;0.0;0.0;23.2;27.9;19.1;60;79;44;1.6;6.1;30;E;290;22.2;
01/06/2012;0.0;0.0;23.6;28.9;19.2;62;77;46;2.0;7.1;10;SSW;500;21.6;
02/06/2012;0.0;0.0;22.3;25.7;18.5;67;79;55;1.3;4.7;50;ENE;380;12.4;
03/06/2012;0.0;0.0;21.5;24.4;18.7;73;90;59;1.2;4.7;100;E;510;7.7;
04/06/2012;5.8;5.8;21.1;25.9;17.0;60;89;21;1.5;10.9;260;;;19.5;
05/06/2012;0.0;0.0;22.7;28.2;15.7;39;64;22;1.3;6.2;20;SSE;250;29.2;
06/06/2012;0.0;0.0;20.8;24.7;16.8;61;74;48;1.8;6.0;0;NNE;320;18.6;
07/06/2012;0.0;0.0;19.6;20.9;18.4;80;90;71;1.3;5.1;60;NE;360;4.9;
08/06/2012;0.4;0.4;19.1;20.8;17.8;82;91;73;0.7;4.6;470;;;6.6;
09/06/2012;1.0;1.0;22.1;27.9;18.2;67;87;43;1.5;6.5;80;SE;280;21.3;
10/06/2012;0.0;0.0;19.4;24.8;16.9;74;90;43;1.2;5.9;190;;;15.3;
11/06/2012;1.2;1.2;20.5;26.4;16.0;68;93;38;1.0;7.7;510;;;23.8;
12/06/2012;42.4;16.2;19.0;24.7;13.2;68;96;43;1.0;5.6;440;;;26.0;
13/06/2012;2.4;28.6;21.1;27.1;14.5;50;87;24;1.3;6.7;150;;;26.0;
14/06/2012;0.0;0.0;20.4;24.3;15.4;59;79;43;1.3;5.0;0;E;340;18.9;
15/06/2012;0.0;0.0;22.7;27.2;17.5;56;76;40;1.2;4.8;40;E;270;19.7;
16/06/2012;0.0;0.0;25.0;30.3;18.8;54;75;35;1.2;5.9;20;E;280;25.2;
17/06/2012;0.0;0.0;26.7;32.5;20.0;55;78;37;1.3;5.6;20;E;340;27.2;
18/06/2012;0.0;0.0;26.0;30.9;21.5;62;77;41;1.8;10.6;10;ENE;280;22.3;
19/06/2012;0.6;0.6;25.7;32.0;20.1;57;83;32;1.2;8.1;10;ENE;280;21.1;
20/06/2012;3.8;3.8;25.6;29.9;21.3;62;81;43;1.1;5.2;50;ENE;200;16.3;
21/06/2012;0.0;0.0;25.2;32.1;18.5;67;96;41;1.1;17.8;120;E;210;22.0;
22/06/2012;29.0;29.0;26.7;33.4;19.2;55;91;24;1.2;5.4;100;E;350;29.2;
23/06/2012;0.0;0.0;25.8;30.3;21.1;61;83;43;2.0;8.1;50;ENE;390;27.9;
24/06/2012;2.0;2.0;25.6;29.4;21.9;65;81;47;1.5;5.5;30;ENE;510;21.5;
25/06/2012;0.0;0.0;27.9;34.5;21.3;48;84;17;2.4;11.1;0;WNW;320;26.1;
26/06/2012;0.0;0.0;25.1;29.1;21.5;65;83;48;1.8;7.5;10;NNE;350;18.7;
27/06/2012;0.0;0.0;26.6;31.3;21.8;61;80;44;1.6;5.9;10;ENE;680;22.3;
28/06/2012;0.0;0.0;26.7;31.3;23.5;61;78;42;1.8;6.4;20;ENE;430;22.1;
29/06/2012;0.2;0.2;27.5;30.8;24.0;62;76;49;1.4;5.9;60;ENE;430;17.4;
30/06/2012;0.0;0.0;28.0;32.4;23.3;60;79;43;1.4;5.9;20;ENE;490;22.6;
01/07/2012;0.0;0.0;27.3;31.2;22.1;61;79;44;1.6;5.6;0;ENE;360;15.8;
02/07/2012;6.8;1.4;22.0;27.2;19.1;72;87;56;1.8;10.3;30;ENE;200;14.9;
03/07/2012;4.8;10.2;24.9;31.0;18.3;60;87;37;1.2;5.6;50;ENE;370;26.5;
04/07/2012;0.0;0.0;22.4;29.3;18.7;76;90;50;1.0;15.3;210;;;12.3;
05/07/2012;53.4;53.4;23.3;29.5;17.7;64;91;41;1.1;7.1;150;;;21.3;
06/07/2012;0.4;0.0;22.8;30.0;18.8;70;97;35;1.3;10.2;380;;;22.7;
07/07/2012;34.8;35.2;24.5;30.2;19.3;63;83;39;1.1;6.2;310;;;25.4;
08/07/2012;0.0;0.0;25.1;29.6;20.7;67;84;47;1.3;5.7;240;;;21.5;
09/07/2012;0.0;0.0;27.0;31.8;21.7;58;83;38;1.3;6.7;60;E;350;25.4;
10/07/2012;0.0;0.0;25.7;31.1;21.8;66;83;47;1.2;8.5;330;;;25.0;
11/07/2012;0.0;0.0;25.3;29.6;20.6;67;84;53;1.1;6.1;470;;;22.9;
12/07/2012;0.0;0.0;25.3;30.4;19.2;58;88;37;1.2;6.9;290;;;26.3;
13/07/2012;0.0;0.0;26.0;33.2;20.4;56;75;27;1.1;6.9;300;;;25.6;
14/07/2012;0.0;0.0;24.5;30.0;20.1;66;82;44;;;;;;23.1;
15/07/2012;0.0;0.0;25.7;31.2;19.8;33;83;13;2.3;11.7;270;;;29.7;
16/07/2012;0.0;0.0;24.3;28.6;20.0;27;49;20;1.6;7.8;0;E;290;29.4;
17/07/2012;0.0;0.0;25.6;32.6;18.1;39;59;22;0.9;5.1;290;;;28.5;
18/07/2012;0.0;0.0;26.8;32.3;20.7;45;63;31;0.8;6.4;680;;;27.9;
19/07/2012;0.0;0.0;26.3;32.4;21.1;53;70;33;0.9;6.9;590;;;26.1;
20/07/2012;0.0;0.0;24.9;29.2;21.1;66;83;49;1.1;8.3;360;;;16.5;
21/07/2012;0.0;0.0;24.2;29.6;19.0;64;83;42;1.3;10.6;350;;;19.9;
22/07/2012;0.4;0.4;22.5;27.4;18.2;51;76;23;1.8;8.0;30;ENE;400;27.0;
23/07/2012;0.0;0.0;21.9;26.2;16.7;44;69;28;1.2;7.9;120;N;190;16.6;
24/07/2012;0.0;0.0;25.5;31.7;20.0;43;58;28;1.4;5.3;100;SSW;290;21.3;
25/07/2012;0.0;0.0;27.7;34.7;21.7;45;66;24;1.4;6.9;30;N;210;26.4;
26/07/2012;0.0;0.0;28.2;34.5;22.3;54;72;32;1.0;5.9;250;;;25.8;
27/07/2012;0.0;0.0;28.0;34.6;23.7;59;79;37;1.4;7.8;200;;;22.3;
28/07/2012;0.6;0.0;26.2;31.1;22.6;63;79;47;1.5;9.9;60;NNE;290;17.9;
29/07/2012;0.0;0.6;26.9;32.4;21.3;57;77;33;1.3;5.4;20;ENE;360;23.3;
30/07/2012;0.0;0.0;26.8;31.5;20.9;53;83;35;1.6;5.9;10;ENE;360;26.4;
31/07/2012;0.0;0.0;26.2;30.7;22.0;56;70;42;1.9;8.2;0;NNE;370;23.9;
01/08/2012;0.0;0.0;26.1;32.1;21.4;58;72;40;1.7;12.1;10;ENE;460;16.2;
02/08/2012;0.0;0.0;27.2;32.9;21.5;54;73;38;1.6;5.4;0;ENE;350;19.5;
03/08/2012;0.0;0.0;27.5;33.6;21.8;53;74;35;1.4;5.2;10;E;370;22.4;
04/08/2012;0.0;0.0;25.5;31.6;21.7;63;92;43;1.8;9.7;20;NNE;330;21.7;
05/08/2012;12.0;12.0;23.0;28.2;18.5;76;98;51;1.6;19.4;50;ENE;250;16.7;
06/08/2012;21.0;21.0;24.6;30.2;20.3;68;89;33;1.4;8.0;20;NE;220;17.8;
07/08/2012;0.0;0.0;25.3;32.0;18.2;50;82;25;1.1;5.7;20;ENE;290;26.7;
08/08/2012;0.0;0.0;26.1;32.5;19.9;49;69;31;1.3;5.9;0;ENE;380;25.6;
09/08/2012;0.0;0.0;26.5;31.6;20.8;56;75;38;1.5;5.9;0;ENE;500;22.9;
10/08/2012;0.0;0.0;25.8;30.6;21.5;55;75;38;1.8;6.7;0;NE;350;23.1;
11/08/2012;0.0;0.0;25.9;31.1;21.2;55;78;34;1.5;5.1;0;NE;380;22.8;
12/08/2012;0.0;0.0;23.2;26.5;20.1;61;72;49;1.9;7.1;30;NNE;330;15.6;
13/08/2012;0.0;0.0;24.3;28.3;20.6;64;79;49;1.7;5.7;50;ENE;430;17.5;
14/08/2012;0.0;0.0;25.2;30.3;20.9;65;84;47;1.5;5.2;0;ENE;550;19.4;
15/08/2012;0.0;0.0;26.5;31.0;22.9;63;78;45;1.5;5.5;10;ENE;440;17.7;
16/08/2012;0.0;0.0;26.8;31.6;22.8;60;80;42;1.4;6.2;20;NE;380;21.3;
17/08/2012;0.0;0.0;27.1;32.4;22.5;61;76;44;1.4;5.0;30;NE;350;16.2;
18/08/2012;0.0;0.0;28.6;34.5;23.1;59;80;40;1.3;4.8;10;ENE;350;21.4;
19/08/2012;0.0;0.0;29.1;35.3;24.1;59;78;39;1.3;5.4;0;ENE;320;19.5;
20/08/2012;0.0;0.0;30.2;35.9;25.0;53;74;36;1.2;9.6;40;NE;170;20.4;
21/08/2012;0.0;0.0;30.4;36.3;25.2;47;59;32;1.3;5.6;10;NE;230;20.6;
22/08/2012;0.0;0.0;29.9;36.6;24.8;49;65;28;1.4;11.3;0;ENE;280;21.0;
23/08/2012;0.0;0.0;27.6;33.3;22.9;56;77;35;1.4;5.4;0;ENE;380;17.3;
24/08/2012;0.0;0.0;27.5;31.9;23.2;65;83;48;1.5;5.8;10;ENE;560;16.6;
25/08/2012;0.0;0.0;25.7;32.7;20.4;67;89;37;1.9;9.9;0;N;410;18.0;
26/08/2012;5.2;5.2;25.5;31.8;19.0;41;91;10;1.7;9.0;20;NW;190;24.7;
27/08/2012;0.0;0.0;23.1;28.3;17.6;42;58;30;1.6;6.1;0;ENE;470;23.7;
28/08/2012;0.0;0.0;23.2;28.8;18.3;48;65;30;1.4;5.2;30;ENE;380;19.5;
29/08/2012;0.0;0.0;24.8;31.3;18.9;49;66;30;1.2;7.0;20;N;240;18.1;
30/08/2012;0.2;0.0;22.1;24.8;20.1;66;79;58;1.3;4.8;20;N;280;9.6;
31/08/2012;0.4;0.6;18.9;24.0;15.0;62;88;27;2.4;9.0;0;ENE;310;11.0;
01/09/2012;6.8;0.0;15.0;18.8;13.0;76;94;54;1.9;7.2;30;SW;260;6.8;
02/09/2012;14.2;18.8;19.0;24.7;13.9;66;89;43;1.3;5.8;60;SSW;270;16.1;
03/09/2012;0.6;2.2;18.3;19.7;16.8;80;94;73;1.8;9.4;20;SSW;290;3.6;
04/09/2012;12.8;9.0;19.3;22.0;16.8;79;92;66;1.1;6.4;60;SSW;230;5.7;
05/09/2012;5.0;8.8;21.2;26.6;17.3;70;91;41;1.6;6.8;10;SSW;440;9.9;
06/09/2012;0.2;0.8;23.7;30.6;17.0;59;87;28;1.0;4.8;90;ENE;180;20.3;
07/09/2012;0.0;0.0;23.2;29.4;17.8;62;79;44;1.0;4.5;20;ENE;390;18.5;
08/09/2012;0.0;0.0;23.8;29.8;18.9;65;84;42;1.0;3.8;20;ENE;390;16.3;
09/09/2012;0.0;0.0;23.9;29.4;19.0;61;82;37;1.1;4.3;20;ENE;470;17.9;
10/09/2012;0.0;0.0;24.2;29.9;18.4;54;79;29;1.0;4.7;40;ENE;340;18.3;
11/09/2012;0.0;0.0;24.1;29.2;19.1;55;76;36;1.2;5.3;30;E;280;16.2;
12/09/2012;0.0;0.0;21.7;26.3;17.3;53;82;20;2.1;13.1;0;WNW;260;10.9;
13/09/2012;0.0;0.0;19.4;24.4;14.0;28;53;18;1.8;7.5;30;ENE;460;21.3;
14/09/2012;0.0;0.0;19.6;27.1;12.3;33;51;16;1.0;4.8;100;ENE;260;20.7;
15/09/2012;0.0;0.0;19.6;26.8;13.3;48;66;29;1.3;5.7;30;ENE;450;19.7;
16/09/2012;0.0;0.0;20.4;25.9;16.9;55;71;37;1.0;4.7;30;N;270;14.3;
17/09/2012;0.0;0.0;20.5;26.9;15.2;58;78;38;1.1;5.1;10;ENE;440;16.9;
18/09/2012;0.0;0.0;21.0;26.0;15.6;60;80;42;1.0;4.9;10;ENE;280;14.8;
19/09/2012;0.0;0.0;21.5;26.7;17.9;64;84;29;1.4;5.7;0;NE;380;14.4;
